Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production (short tons),Average Employees,Labor Hours
2019,103437,Black Warrior Mine No 1,Alabama,Jefferson,Active,Surface,Indepedent Producer Operator,Mine only,"Black Warrior Minerals, Inc.","P.O. Box 1190, Sumiton, AL 35148",,Appalachia Southern,"276,912",58,"151,212"
2019,103455,Weller Mine,Alabama,Jefferson,Active,Surface,Indepedent Producer Operator,Mine only,Cahaba Resources Llc,"P.O. Box 122, Vance, AL 35490",,Appalachia Southern,"132,105",27,"69,999"
2019,103523,Shannon Mine No. 3,Alabama,Jefferson,Active,Surface,Indepedent Producer Operator,Mine only,"Rjr Mining Company, Inc.","P.O. Box 1253, Cullman, AL 35056",,Appalachia Southern,"174,831",24,"50,796"
2019,103529,Sloan Mtn. No. 3,Alabama,Jefferson,Active,Surface,Indepedent Producer Operator,Mine only,"Ms&r Equipment Co., Inc.","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"65,626",30,"56,667"
2019,103393,Buttahatchee Mine No 1,Alabama,Marion,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"77,299",8,"21,852"
2019,102976,Piney Woods Preparation Plant,Alabama,Shelby,Temporarily closed,Surface,Indepedent Producer Operator,Preparation Plant,"Camellia Met Mining, Llc","1615 Kent Dairy Rd, Alabaster, AL 35007",,Appalachia Southern,0,11,"16,871"
2019,102976,Piney Woods Preparation Plant,Alabama,Shelby,Temporarily closed,Underground,Indepedent Producer Operator,Preparation Plant,"Camellia Met Mining, Llc","1615 Kent Dairy Rd, Alabaster, AL 35007",,Appalachia Southern,0,1,"2,085"
2019,103380,Calera,Alabama,Shelby,Active,Surface,Indepedent Producer Operator,Preparation Plant,Conrad Yelvington Distributors,"4636 Scarborough Dr, Lutz, FL 33559",,Appalachia Southern,0,8,"14,808"
2019,103380,Calera,Alabama,Shelby,Active,Underground,Indepedent Producer Operator,Preparation Plant,Conrad Yelvington Distributors,"4636 Scarborough Dr, Lutz, FL 33559",,Appalachia Southern,0,1,"1,645"
2019,103500,Murry Creek Surface Mine,Alabama,Shelby,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Camellia Met Mining, Llc","3400 County Road 260, Alabaster, AL 35114",,Appalachia Southern,"10,990",7,"19,510"
2019,103503,Lolley Mine No. 1,Alabama,Shelby,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Camellia Met Mining, Llc","1615 Kent Dairy Road, Alabaster, AL 35007",,Appalachia Southern,"2,370",39,"96,852"
2019,101247,No 4 Mine,Alabama,Tuscaloosa,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Warrior Met Coal Mining, Llc","14730 Lock 17 Rd, Brookwood, AL 35444",United Mine Workers Of America,Appalachia Southern,"2,221,242",391,"1,151,338"
2019,103172,"Searles Mine No. 2, 3, 4, 5, 6",Alabama,Tuscaloosa,Active,Surface,Indepedent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 770, Cottondale, AL 35453",,Appalachia Southern,"208,028",70,"164,853"
2019,103436,Swann's Crossing,Alabama,Tuscaloosa,Active,Surface,Indepedent Producer Operator,Mine only,"Southland Resources, Inc.","5710 University Blvd East, Cottondale, AL 35453",,Appalachia Southern,"41,281",39,"23,954"
2019,103487,Carter Mine,Alabama,Tuscaloosa,Active,Surface,Indepedent Producer Operator,Mine only,"Cahaba Resources, Llc","P.O. Box 122, Vance, AL 35490",,Appalachia Southern,"14,037",10,"5,280"
2019,100347,Choctaw Mine,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Cedar Lake Mining, Inc.","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"196,734",57,"143,315"
2019,102901,Shoal Creek Mine,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Peabody Southeast Mining, Llc","P.O. Box 327, Oakman, AL 35579",United Mine Workers Of America,Appalachia Southern,0,1,545
2019,102901,Shoal Creek Mine,Alabama,Walker,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Peabody Southeast Mining, Llc","P.O. Box 327, Oakman, AL 35579",United Mine Workers Of America,Appalachia Southern,"1,868,840",467,"1,077,430"
2019,103155,Corinth Prep Plant,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Preparation Plant,Prospect Mining & Development,"2002 2nd Avenue, Jasper, AL 35501",,Appalachia Southern,0,1,"1,280"
2019,103155,Corinth Prep Plant,Alabama,Walker,Active,Underground,Indepedent Producer Operator,Preparation Plant,Prospect Mining & Development,"2002 2nd Avenue, Jasper, AL 35501",,Appalachia Southern,0,17,"41,402"
2019,103370,Cresent Valley Mine,Alabama,Walker,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Mays Mining, Inc.","113 Hollis Crump Drive, Jasper, AL 35501",,Appalachia Southern,"31,745",23,"13,424"
2019,103389,Carbon Hill Mine,Alabama,Walker,Active,Underground,Indepedent Producer Operator,Mine only,Clas Coal Company Inc.,"P.O. Box 1291, Jasper, AL 35501",,Appalachia Southern,"75,008",22,"51,750"
2019,103421,Slate Creek Mine,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Mine only,"Yellowhammer Energy Solutions,","P.O. Box 2705, Jasper, AL 35502",,Appalachia Southern,"149,716",35,"83,257"
2019,103426,Carbon Hill Prep Plant,Alabama,Walker,Active,Underground,Indepedent Producer Operator,Preparation Plant,Prospect Mining & Development,"218 Highway 195, Jasper, AL 35503",,Appalachia Southern,0,9,"22,338"
2019,103444,Little Spring Creek Mine,Alabama,Walker,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"106,271",32,"94,345"
2019,103496,Dutton Hill Mine No. 2,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"112,437",12,"47,659"
2019,103516,No Business Creek Mine,Alabama,Walker,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,B & T Material Llc,"8700 Curnell Rd, Dora, AL 35062",,Appalachia Southern,"11,869",4,"6,040"
2019,103522,Mccollum Mine,Alabama,Walker,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Quality Coal Company, Inc.","P.O. Box 88, Jasper, AL 35502",,Appalachia Southern,"7,879",4,"1,974"
2019,103533,Shm-82,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Virginia Blvd, Ashland, KY 41102",,Appalachia Southern,"85,738",8,"6,146"
2019,5000030,Usibelli,Alaska,Denali,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Usibelli Coal Mine Inc,"P.O. Box 1000, Healy, AK 99743","International Brotherhood Of Teamsters, Chauffeurs, Warehouse",Western,"974,702",101,"189,814"
2019,201195,Kayenta Mine,Arizona,Navajo,"Active, men working, not producing",Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Western Coal Company,"P.O. Box 650, Kayenta, AZ 86033",United Mine Workers Of America,Western,"3,842,508",243,"489,130"
2019,503672,West Elk Mine,Colorado,Gunnison,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Mountain Coal Company, L.L.C.","5174 Highway 133, Somerset, CO 81434",,Uinta Region,"4,079,345",348,"724,430"
2019,504864,King Ii,Colorado,La Plata,Active,Underground,Indepedent Producer Operator,Mine only,Gcc Energy Llc,"6473 County Road 120, Hesperus, CO 81326",,Western,"657,782",88,"200,683"
2019,502838,Trapper Mine,Colorado,Moffat,Active,Surface,Indepedent Producer Operator,Mine only,Trapper Mining Inc,"P.O. Box 187, Craig, CO 81626",International Union Of Operation Engineers,Uinta Region,"1,954,282",191,"381,436"
2019,502962,Colowyo Mine,Colorado,Moffat,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Colowyo Coal Company L P,"5731 State Highway 13, Meeker, CO 81641",,Uinta Region,"1,597,967",223,"443,440"
2019,503505,Deserado Mine,Colorado,Rio Blanco,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Blue Mountain Energy Inc,"3607 County Road #65, Rangely, CO 81648",United Mine Workers Of America,Uinta Region,"2,034,835",169,"357,594"
2019,503836,Foidel Creek Mine,Colorado,Routt,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Peabody Twentymile Mining Llc,"29515 Routt Cnty Rd#27, Oak Creek, CO 80467",,Uinta Region,"2,543,911",253,"537,034"
2019,1103189,Mc#1 Mine,Illinois,Franklin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,M-Class Mining Llc,"11351 N. Thompsonville Rd., Macedonia, IL 62860",,Illinois Basin,"12,793,896",457,"1,079,931"
2019,1103017,Wildcat Hills Mine - Cottage G,Illinois,Gallatin,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","566 Dickeyville Rd, Lynnville, IN 47619",,Illinois Basin,"119,407",17,"38,918"
2019,1103203,Mine No. 1,Illinois,Hamilton,Active,Underground,Indepedent Producer Operator,Mine only,"Hamilton County Coal, Llc","County Road 500 East, Dahlgren, IL 62828",,Illinois Basin,"5,889,105",278,"764,759"
2019,1103242,Hamilton County Coal Processin,Illinois,Hamilton,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Hamilton County Coal, Llc","18031 County Rd 500 East, Dahlgren, IL 62828",,Illinois Basin,0,39,"92,742"
2019,1100726,Shay #1 Mine,Illinois,Macoupin,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine and Preparation Plant,Maryan Mining Llc,"14300 Brushy Mound Rd, Carlinville, IL 62626",,Illinois Basin,"1,769,822",151,"309,235"
2019,1103182,Deer Run Mine,Illinois,Montgomery,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Patton Mining Llc,"P.O. Box 457, Hillsboro, IL 62049",,Illinois Basin,"190,670",50,"104,935"
2019,1103045,Red Hawk,Illinois,Perry,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,56,6,"12,362"
2019,1103143,Prairie Eagle,Illinois,Perry,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,0,0,792
2019,1103143,Prairie Eagle,Illinois,Perry,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,0,35,"78,404"
2019,1103147,Prairie Eagle-Underground,Illinois,Perry,Active,Underground,Indepedent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Rd, Percy, IL 62272",,Illinois Basin,"4,095,032",290,"610,148"
2019,1103241,Jordan,Illinois,Perry,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Elk Land Holdings, Llc","2206 Samuel Stuart Ct., Chesterfield, MO 63005",,Illinois Basin,"39,239",5,"9,887"
2019,1103274,Golden Eagle Mine,Illinois,Perry,Active,Surface,Indepedent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler/Trico Road, Percy, IL 62272",,Illinois Basin,"333,704",21,"49,236"
2019,1102546,Preparation Plant,Illinois,Randolph,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Peabody Midwest Mining, Llc","P.O. Box 397, Coulterville, IL 62237",,Illinois Basin,0,38,"78,816"
2019,1103226,Hawkeye Mine,Illinois,Randolph,Active,Surface,Indepedent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,"130,077",15,"31,680"
2019,1103235,Gateway North Mine,Illinois,Randolph,Active,Underground,Operating Subsidiary,Mine only,"Peabody Gateway North Mining,","12968 State Route 13, Coulterville, IL 62237",,Illinois Basin,"3,033,779",219,"470,252"
2019,1103248,Black Hawk,Illinois,Randolph,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Knight Hawk Coal Llc,"500 Cutler/Trico Road, Percy, IL 62272",,Illinois Basin,"39,190",10,"17,912"
2019,1103225,Watco Transloading/ Cahokia Te,Illinois,St Clair,Active,Surface,Operating Subsidiary,Preparation Plant,Watco Trans Loading Llc,"#2 Monsanto Avenute, Sauget, IL 62201",,Illinois Basin,0,14,"27,146"
2019,1103225,Watco Transloading/ Cahokia Te,Illinois,St Clair,Active,Underground,Operating Subsidiary,Preparation Plant,Watco Trans Loading Llc,"#2 Monsanto Avenute, Sauget, IL 62201",,Illinois Basin,0,13,"27,146"
2019,1103099,Willow Lake Central Preparatio,Illinois,Saline,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",,Illinois Basin,0,1,"2,022"
2019,1103099,Willow Lake Central Preparatio,Illinois,Saline,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",,Illinois Basin,0,25,"48,535"
2019,1103156,Wildcat Hills Mine-Underground,Illinois,Saline,Temporarily closed,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","420 Long Lane Rd, Equality, IL 62934",,Illinois Basin,"1,416,697",225,"504,423"
2019,1103212,Eagle River Coal Llc Mine No 1,Illinois,Saline,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Eagle River Coal Llc,"3880 Highway 145 South, Harrisburg, IL 62946",,Illinois Basin,"1,001,657",116,"281,815"
2019,1202445,Addcar System 40 Hwm Ser # Lv2,Illinois,Saline,Active,Surface,Indepedent Producer Operator,Mine only,"Addcar Systems, Llc","No. 1 Hwm Drive, Ashland, KY 40112",,Illinois Basin,"60,849",10,"26,892"
2019,1518950,Addcar Systems 03,Illinois,Saline,Active,Surface,Indepedent Producer Operator,Mine only,Mega Highwall Mining Llc,"12003 Virginia Blvd., Ashland, KY 41102",,Illinois Basin,"339,321",12,"26,591"
2019,1519809,Shm-71,Illinois,Saline,Active,Surface,Indepedent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Virginia Blvd, Ashland, KY 41102",,Illinois Basin,"121,716",8,"13,167"
2019,1102664,Viper Mine,Illinois,Sangamon,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Icg Illinois, Llc","5945 Lester Road, Williamsville, IL 62693",,Illinois Basin,"1,608,026",266,"506,334"
2019,1103064,Friendsville Mine,Illinois,Wabash,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Vigo Coal Operating Company Ll,"250 Cross Pointe Blvd, Evansville, IN 47715",,Illinois Basin,"1,256,488",94,"264,071"
2019,1103193,Lively Grove Mine,Illinois,Washington,Active,Underground,Indepedent Producer Operator,Mine only,Prairie State Generating Compa,"4274 County Hwy 12, Marissa, IL 62257",,Illinois Basin,"6,439,823",459,"1,127,161"
2019,1103141,Mach #1 Mine,Illinois,Williamson,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Mach Mining Llc,"P.O. Box 300, Johnston City, IL 62951",,Illinois Basin,"5,174,361",231,"518,986"
2019,1202460,Ace In The Hole,Indiana,Clay,Active,Surface,Operating Subsidiary,Mine only,"Sunrise Coal, Llc.","1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,"271,971",35,"84,608"
2019,1201732,Craney Mine,Indiana,Daviess,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Solar Sources Mining Llc,"Post Office Box 7, Petersburg, IN 47567",,Illinois Basin,"799,702",76,"229,383"
2019,1202372,Antioch Mine,Indiana,Daviess,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Solar Sources Mining Llc,"250 Cross Pointe Blvd, Evansville, IN 47715",,Illinois Basin,"1,263,367",104,"275,228"
2019,1202374,Shamrock Mine,Indiana,Dubois,"Active, men working, not producing",Surface,Operating Subsidiary,Mine and Preparation Plant,Solar Sources Mining Llc,"250 Cross Pointe Blvd, Evansville, IN 47715",,Illinois Basin,"1,051,960",85,"235,011"
2019,1202425,Hilsmeyer Mine,Indiana,Dubois,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Sun Energy Group, Llc","2701 W 1100 S, Huntingburg, IN 47542",,Illinois Basin,"117,172",15,"31,148"
2019,1202147,Francisco Mine,Indiana,Gibson,Active,Underground,Operating Subsidiary,Preparation Plant,"Peabody Midwest Mining, Llc","566 Dikeyville Rd, Lynnville, IN 47619",,Illinois Basin,0,24,"62,239"
2019,1202215,Gibson Mine,Indiana,Gibson,"Active, men working, not producing",Underground,Operating Subsidiary,Mine and Preparation Plant,Gibson County Coal Llc,"P.O. Box 1269, Princeton, IN 47670",,Illinois Basin,"1,640,113",182,"514,469"
2019,1202258,Somerville Central Mine,Indiana,Gibson,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","566 Dickeyville Rd, Lynnville, IN 47619",,Illinois Basin,"1,143,418",106,"250,067"
2019,1202295,Francisco Underground Pit,Indiana,Gibson,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","P.O. Box 347, Francisco, IN 47649",,Illinois Basin,"1,954,097",238,"538,264"
2019,1202388,Gibson South,Indiana,Gibson,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Gibson County Coal, Llc","3455 S. 700 W., Owensville, IN 47665",,Illinois Basin,"5,412,233",341,"950,743"
2019,1202494,Gibson North Processing,Indiana,Gibson,Active,Underground,Indepedent Producer Operator,Preparation Plant,Gibson County Coal Llc,"2076 N. 700 W., Patoka, IN 47666",,Illinois Basin,0,12,"29,469"
2019,1202394,Oaktown Fuels Mine No. 1,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,"4,166,561",343,"815,601"
2019,1202418,Oaktown Fuels Mine No. 2,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,"2,297,881",258,"637,091"
2019,1202462,Oaktown Fuels Preparation Plan,Indiana,Knox,Active,Underground,Operating Subsidiary,Preparation Plant,"Sunrise Coal, Llc","1183 East Canvasback Dr., Terre Haute, IN 47802",,Illinois Basin,0,72,"147,655"
2019,1201616,Solar Sources #2,Indiana,Pike,Active,Surface,Indepedent Producer Operator,Mine only,Solar Sources Mining Llc,"625 N. 9th Street, Petersburg, IN 47567",,Illinois Basin,"363,469",29,"62,605"
2019,1202349,Carlisle Mine,Indiana,Sullivan,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Sunrise Coal, Llc.","1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,"1,485,000",161,"389,947"
2019,1202422,Bear Run Mine,Indiana,Sullivan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Bear Run Mining Llc,"7255 East County Road 600s, Carlisle, IN 47838",,Illinois Basin,"6,817,283",590,"1,333,585"
2019,1202465,Carlisle Preparation Plant,Indiana,Sullivan,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,"Sunrise Coal, Llc.","1466 E St Rd 58, Carlisle, IN 47838",,Illinois Basin,0,1,"2,132"
2019,1202465,Carlisle Preparation Plant,Indiana,Sullivan,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,"Sunrise Coal, Llc.","1466 E St Rd 58, Carlisle, IN 47838",,Illinois Basin,0,15,"40,508"
2019,1202428,Liberty Mine,Indiana,Warrick,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine and Preparation Plant,Vigo Coal Operating Company Ll,"250 Crosspoint Blvd, Evansville, IN 47715",,Illinois Basin,"180,081",26,"66,947"
2019,1202441,Wild Boar Mine,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Wild Boar Mining, Llc","566 Dickeyville Rd., Lynnville, IN 47619",,Illinois Basin,"2,468,414",204,"479,350"
2019,4801645,Addcar System 18 Hwm Serial No,Indiana,Warrick,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Addcar Systems, Llc","No. 1 Hwm Drive, Ashland, KY 41102",,Illinois Basin,"125,930",14,"29,153"
2019,1509876,Tipple #3,Kentucky (East),Bell,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,"Double Mountain Mining, Llc.","P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,0,17,"26,406"
2019,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965",,Appalachia Central,0,8,"12,970"
2019,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965",,Appalachia Central,0,1,"1,441"
2019,1518257,#1 Strip Mine,Kentucky (East),Bell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Jamieson Construction Company,"30 Jamieson Lane, London, KY 40744",,Appalachia Central,"12,047",10,"29,855"
2019,1518986,Balkan,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,0,10,"21,616"
2019,1518986,Balkan,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,0,32,"68,449"
2019,1519268,Mine #3,Kentucky (East),Bell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Double Mountain Mining Llc,"P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,"3,710",4,"4,355"
2019,1519272,Lowsplint Surface,Kentucky (East),Bell,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Double Mountain Mining Llc,"P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,"45,179",14,"28,596"
2019,1519432,Four Mile,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 249, Calvin, KY 40813",,Appalachia Central,"207,911",30,"94,678"
2019,1519702,Straight Creek  Mine,Kentucky (East),Bell,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine and Preparation Plant,Kentucky Gem Inc.,"1403 Cumberland Ave Suite F, Middlesboro, KY 40965",,Appalachia Central,"157,072",147,"172,324"
2019,1519844,Toms Fork Mine,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Mine only,Tennco Inc.,"1403 Cumberland Ave Suite F, Middlesboro, KY 40965",,Appalachia Central,"97,672",29,"77,904"
2019,1519848,Bull Branch Mine,Kentucky (East),Bell,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Tennco Inc.,"P.O. Box 517, Middlesboro, KY 40965",,Appalachia Central,"182,278",24,"56,358"
2019,1519857,Tackett Creek #2,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,"Tackett Creek Mining, Inc.","111 Mill Creek Road, Pathfork, KY 40863",,Appalachia Central,"5,103",10,"9,379"
2019,1508166,Placer Processing Plant #1,Kentucky (East),Boyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,Coal Equity Inc,"13125 Us Rt 23, Catlettsburg, KY 41129",,Appalachia Central,0,3,"3,424"
2019,1508166,Placer Processing Plant #1,Kentucky (East),Boyd,Active,Underground,Indepedent Producer Operator,Preparation Plant,Coal Equity Inc,"13125 Us Rt 23, Catlettsburg, KY 41129",,Appalachia Central,0,2,"3,424"
2019,1512199,Riverway Terminals,Kentucky (East),Boyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,Riverway South Inc,"P.O. Box 11188, Lexington, KY 40574",,Appalachia Central,0,4,"6,861"
2019,1512199,Riverway Terminals,Kentucky (East),Boyd,Active,Underground,Indepedent Producer Operator,Preparation Plant,Riverway South Inc,"P.O. Box 11188, Lexington, KY 40574",,Appalachia Central,0,3,"6,861"
2019,1516749,Kentucky Coal Terminal,Kentucky (East),Boyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Cw Coal Sales, Inc","P.O. Box 203, Rush, KY 41168",,Appalachia Central,0,9,"18,639"
2019,1516749,Kentucky Coal Terminal,Kentucky (East),Boyd,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Cw Coal Sales, Inc","P.O. Box 203, Rush, KY 41168",,Appalachia Central,0,2,"4,660"
2019,4407313,Shm System-81,Kentucky (East),Boyd,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Virginia Blvd, Ashland, KY 41102",,Appalachia Central,"96,731",10,"10,610"
2019,1513254,K-2 Preparation Plant,Kentucky (East),Breathitt,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Kentucky Fuel Corporation,"P.O. Box 1085, Beckley, WV 25802",,Appalachia Central,0,2,"2,680"
