Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production (short tons),Average Employees,Labor Hours
2016,103410,Coal Valley Mine,Alabama,Walker,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Xinergy Of Alabama, Inc.","7802 Highway 78, Parrish, AL 35550",,Appalachia Southern,"5,244",4,"4,529"
2016,103444,Little Spring Creek Mine,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","2600 Warrior Jasper Road, Warrior, AL 35549",,Appalachia Southern,"114,338",22,"61,739"
2016,103462,Coal Valley East Mine,Alabama,Walker,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","7802 Highway 78, Cordova, AL 35550",,Appalachia Southern,"194,172",39,"99,293"
2016,103496,Dutton Hill Mine No. 2,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","7802 Highway 78, Cordova, AL 35550",,Appalachia Southern,"22,426",12,"6,648"
2016,103497,Gooden Creek Ii,Alabama,Walker,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","7802 Highway 78, Cordova, AL 35550",,Appalachia Southern,"24,842",12,"14,453"
2016,103358,Old Union,Alabama,Winston,Active,Surface,Indepedent Producer Operator,Mine only,Birmingham Coal & Coke Co Inc,"912 Edenton St, Birmingham, AL 35242",,Appalachia Southern,"42,559",23,"28,848"
2016,5000030,Usibelli,Alaska,Denali,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Usibelli Coal Mine Inc,"P.O. Box 1000, Healy, AK 99743","International Brotherhood Of Teamsters, Chauffeurs, Warehouse",Western,"932,122",110,"206,736"
2016,201195,Kayenta Mine,Arizona,Navajo,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Western Coal Company,"P.O. Box 650, Kayenta, AZ 86033",United Mine Workers Of America,Western,"5,422,850",385,"909,406"
2016,300968,Stryton Mine #1,Arkansas,Sebastian,Active,Surface,Indepedent Producer Operator,Mine only,"M And R Debris Management, Llc","4221 West Harmony Road, Mansfield, AR 72944",,Interior,"5,990",9,"24,865"
2016,301569,Penny #1,Arkansas,Sebastian,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Comer Mining Company,"P.O. Box 986, Greenwood, AR 72936",,Interior,"6,644",2,"1,327"
2016,301736,Sebastian Mine,Arkansas,Sebastian,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Sebastian Management Llc,"P.O. Box 339, Hartford, AR 72938",,Interior,"36,781",56,"104,991"
2016,504591,Bowie No 2 Mine,Colorado,Delta,Active,Underground,Indepedent Producer Operator,Mine only,Bowie Resources Llc,"P.O. Box 1488, Paonia, CO 81428",,Uinta Region,"66,684",52,"99,325"
2016,503672,West Elk Mine,Colorado,Gunnison,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Mountain Coal Company, L.L.C.","5174 Highway 133, Somerset, CO 81434",,Uinta Region,"4,156,405",260,"522,022"
2016,504864,King Ii,Colorado,La Plata,Active,Underground,Operating Subsidiary,Mine only,Gcc Energy Llc,"6473 County Road 120, Hesperus, CO 81326",,Western,"632,605",102,"213,146"
2016,502838,Trapper Mine,Colorado,Moffat,Active,Surface,Indepedent Producer Operator,Mine only,Trapper Mining Inc,"P.O. Box 187, Craig, CO 81626",International Union Of Operation Engineers,Uinta Region,"1,809,325",176,"355,949"
2016,502962,Colowyo Mine,Colorado,Moffat,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Colowyo Coal Company L P,"5731 State Highway 13, Meeker, CO 81641",,Uinta Region,"1,851,611",215,"444,720"
2016,500299,New Horizon Mine,Colorado,Montrose,Active,Surface,Operating Subsidiary,Mine only,Elk Ridge Mining And Reclamati,"P.O. Box 628, Nucla, CO 81424",United Mine Workers Of America,Western,"187,983",28,"46,631"
2016,503505,Deserado Mine,Colorado,Rio Blanco,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Blue Mountain Energy Inc,"3607 County Road #65, Rangely, CO 81648",United Mine Workers Of America,Uinta Region,"1,335,131",159,"319,916"
2016,503836,Foidel Creek Mine,Colorado,Routt,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Peabody Twentymile Mining Llc,"29515 Routt Cnty Rd#27, Oak Creek, CO 80467",,Uinta Region,"2,594,392",339,"814,857"
2016,1103189,Mc#1 Mine,Illinois,Franklin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,M-Class Mining Llc,"11351 N. Thompsonville Rd., Macedonia, IL 62860",,Illinois Basin,"11,443,835",410,"1,076,187"
2016,1103017,Wildcat Hills Mine - Cottage G,Illinois,Gallatin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","566 Dickeyville Rd, Lynnville, IN 47619",,Illinois Basin,"235,436",36,"76,895"
2016,1103203,Mine No. 1,Illinois,Hamilton,Active,Underground,Indepedent Producer Operator,Mine only,"Hamilton County Coal, Llc","18033 County Rd East, Dahlgren, IL 62828",,Illinois Basin,"3,017,507",214,"454,491"
2016,1103242,Hamilton County Coal Processin,Illinois,Hamilton,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Hamilton County Coal, Llc","18031 County Rd 500 East, Dahlgren, IL 62828",,Illinois Basin,0,28,"57,188"
2016,1103020,Creek Paum Mine,Illinois,Jackson,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Knight Hawk Coal Llc,"500 Cuttler-Trico Road, Percy, IL 62272",,Illinois Basin,"2,706",4,"5,495"
2016,1100726,Shay #1 Mine,Illinois,Macoupin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Maryan Mining Llc,"14300 Brushy Mound Rd, Carlinville, IL 62626",,Illinois Basin,"2,188,956",138,"311,006"
2016,1103045,Red Hawk,Illinois,Perry,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,"190,072",23,"50,852"
2016,1103143,Prairie Eagle,Illinois,Perry,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,0,1,"2,260"
2016,1103143,Prairie Eagle,Illinois,Perry,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,0,24,"54,244"
2016,1103147,Prairie Eagle-Underground,Illinois,Perry,Active,Underground,Indepedent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Rd, Percy, IL 62272",,Illinois Basin,"3,277,461",230,"501,474"
2016,1103241,Jordan,Illinois,Perry,Active,Surface,Indepedent Producer Operator,Mine only,"Elk Land Holdings, Llc","2206 Samuel Stuart Ct., Chesterfield, MO 63005",,Illinois Basin,"96,813",4,"7,229"
2016,1103274,Golden Eagle Mine,Illinois,Perry,Active,Surface,Indepedent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler/Trico Road, Percy, IL 62272",,Illinois Basin,"54,786",13,"30,286"
2016,1102546,Preparation Plant,Illinois,Randolph,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Peabody Midwest Mining, Llc","P.O. Box 397, Coulterville, IL 62237",,Illinois Basin,0,24,"52,095"
2016,1103226,Hawkeye Mine,Illinois,Randolph,Active,Surface,Indepedent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,"266,277",16,"37,041"
2016,1103235,Gateway North Mine,Illinois,Randolph,Active,Underground,Indepedent Producer Operator,Mine only,"Peabody Gateway North Mining,","420 Long Lane Road, Equality, IL 62934",,Illinois Basin,"1,811,199",150,"335,060"
2016,1103248,Black Hawk,Illinois,Randolph,Active,Surface,Indepedent Producer Operator,Mine only,Knight Hawk Coal Llc,"500 Cutler/Trico Road, Percy, IL 62272",,Illinois Basin,"410,984",26,"45,574"
2016,1103225,Watco Transloading/ Cahokia Te,Illinois,St Clair,Active,Surface,Indepedent Producer Operator,Preparation Plant,Watco Trans Loading Llc,"#2 Monsanto Avenute, Sauget, IL 62201",,Illinois Basin,0,21,"47,835"
2016,1103225,Watco Transloading/ Cahokia Te,Illinois,St Clair,Active,Underground,Indepedent Producer Operator,Preparation Plant,Watco Trans Loading Llc,"#2 Monsanto Avenute, Sauget, IL 62201",,Illinois Basin,0,21,"47,834"
2016,1102752,The American Coal Company New,Illinois,Saline,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,Illinois Basin,"1,734,219",202,"507,309"
2016,1103099,Willow Lake Central Preparatio,Illinois,Saline,Active,Surface,Operating Subsidiary,Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",,Illinois Basin,0,3,"5,737"
2016,1103099,Willow Lake Central Preparatio,Illinois,Saline,Active,Underground,Operating Subsidiary,Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",,Illinois Basin,0,24,"46,421"
2016,1103156,Wildcat Hills Mine-Underground,Illinois,Saline,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","420 Long Lane Rd, Equality, IL 62934",,Illinois Basin,"1,544,188",219,"470,838"
2016,1103212,Eagle River Coal Llc Mine No 1,Illinois,Saline,Active,Surface,Indepedent Producer Operator,Mine only,Eagle River Coal Llc,"29 W. Raymond St, Harrisburg, IL 62946",,Illinois Basin,"633,211",46,"118,287"
2016,1103232,New Future Mine,Illinois,Saline,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,Illinois Basin,"1,406,428",131,"347,490"
2016,1102664,Viper Mine,Illinois,Sangamon,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Icg Illinois, Llc","5945 Lester Road, Williamsville, IL 62693",,Illinois Basin,"1,662,791",295,"535,640"
2016,1103064,Friendsville Mine,Illinois,Wabash,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Vigo Coal Operating Company Ll,"250 Cross Pointe Blvd, Evansville, IN 47715",,Illinois Basin,"274,680",31,"73,648"
2016,1103193,Lively Grove Mine,Illinois,Washington,Active,Underground,Indepedent Producer Operator,Mine only,Prairie State Generating Compa,"4274 County Hwy 12, Marissa, IL 62257",,Illinois Basin,"5,913,129",450,"1,009,837"
2016,1103058,Pattiki,Illinois,White,"Active, men working, not producing",Underground,Operating Subsidiary,Mine and Preparation Plant,"White County Coal, Llc","P.O. Box 457, Carmi, IL 62821",,Illinois Basin,"1,850,638",219,"534,912"
2016,1103141,Mach #1 Mine,Illinois,Williamson,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Mach Mining Llc,"P.O. Box 300, Johnston City, IL 62951",,Illinois Basin,"5,406,820",216,"525,412"
2016,1202460,Ace In The Hole,Indiana,Clay,Active,Surface,Indepedent Producer Operator,Mine only,"Sunrise Coal, Llc","1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,"334,743",36,"84,956"
2016,1202372,Antioch Mine,Indiana,Daviess,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Solar Sources Mining Llc,"625 N. 9th Street, Petersburg, IN 47567",,Illinois Basin,"1,112,835",106,"254,399"
2016,1202374,Shamrock Mine,Indiana,Dubois,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Solar Sources Mining Llc,"625 N. 9th St., Petersburg, IN 47567",,Illinois Basin,"1,225,920",131,"313,139"
2016,1202425,Hilsmeyer Mine,Indiana,Dubois,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Sun Energy Group, Llc","2701 W 1100 S, Huntingburg, IN 47542",,Illinois Basin,"75,536",11,"19,841"
2016,1202147,Francisco Mine,Indiana,Gibson,Active,Underground,Operating Subsidiary,Preparation Plant,"Peabody Midwest Mining, Llc","566 Dikeyville Rd, Lynnville, IN 47619",,Illinois Basin,0,34,"73,336"
2016,1202215,Gibson Mine,Indiana,Gibson,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Gibson County Coal Llc,"P.O. Box 1269, Princeton, IN 47670",,Illinois Basin,0,42,"112,485"
2016,1202258,Somerville Central Mine,Indiana,Gibson,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","566 Dickeyville Rd, Lynnville, IN 47619",,Illinois Basin,"2,095,218",184,"415,565"
2016,1202295,Francisco Underground Pit,Indiana,Gibson,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","P.O. Box 347, Francisco, IN 47649",,Illinois Basin,"2,153,789",296,"678,954"
2016,1202388,Gibson South,Indiana,Gibson,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Gibson County Coal, Llc","P.O. Box 1269, Princeton, IN 47670",,Illinois Basin,"3,943,328",277,"675,696"
2016,1202431,Gold Star Mine,Indiana,Greene,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine and Preparation Plant,Erc Mining Indiana Corp,"15127 W 700 N, Jasonville, IN 47438",,Illinois Basin,"14,871",23,"39,089"
2016,1202339,Freelandville East,Indiana,Knox,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Triad Mining Llc,"14521 E State Road 58, Edwardsport, IN 47528",,Illinois Basin,"2,136",2,660
2016,1202394,Oaktown Fuels Mine No 1,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,"3,827,739",367,"843,759"
2016,1202418,Oaktown Fuels Mine No 2,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,"1,946,919",240,"553,081"
2016,1202423,Freelandville West Underground,Indiana,Knox,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Triad Underground Mining Llc,"1216 East Cr 900 South, Oakland City, IN 47660",,Illinois Basin,"123,078",38,"42,091"
2016,1202462,Oaktown Fuels Preparation Plan,Indiana,Knox,Active,Underground,Operating Subsidiary,Preparation Plant,"Sunrise Coal, Llc","1183 East Canvasback Dr., Terre Haute, IN 47802",,Illinois Basin,0,59,"105,362"
2016,1200330,Log Creek Loadout Facility,Indiana,Pike,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Triad Mining Inc.,"14521 E State Rd 58, Edwardsport, IN 47528",,Illinois Basin,0,5,"11,728"
2016,1200330,Log Creek Loadout Facility,Indiana,Pike,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Triad Mining Inc.,"14521 E State Rd 58, Edwardsport, IN 47528",,Illinois Basin,0,5,"9,596"
2016,1201978,Solar Sources Preparation Plan,Indiana,Pike,Permanently abandoned,Surface,Indepedent Producer Operator,Preparation Plant,Solar Sources Mining Llc,"Post Office Box 7, Petersburg, IN 47567",,Illinois Basin,0,28,"68,211"
2016,1202410,Log Creek Surface,Indiana,Pike,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Triad Mining Llc,"1216 East Cr 900 South, Oakland City, IN 47660",,Illinois Basin,"416,067",38,"77,847"
2016,1202446,Cardinal Mine,Indiana,Pike,Active,Surface,Indepedent Producer Operator,Mine only,United Minerals Company Llc,"566 Dickeyville Road, Lynville, IN 47619",,Illinois Basin,"186,539",7,"27,157"
2016,1202450,Log Creek Underground,Indiana,Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Triad Mining Llc,"1216 E Co Rd 900 S, Oakland City, IN 47660",,Illinois Basin,"249,531",34,"73,923"
2016,1202349,Carlisle Mine,Indiana,Sullivan,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Sunrise Coal Llc,"1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,"3,957",27,"62,170"
2016,1202422,Bear Run Mine,Indiana,Sullivan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Bear Run Mining Llc,"7255 East County Road 600s, Carlisle, IN 47838",,Illinois Basin,"7,283,179",558,"1,238,868"
2016,1202407,West 61,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,United Minerals Company Llc,"566 Dickeyville Road, Lynnville, IN 47619",,Illinois Basin,"31,694",16,"50,909"
2016,1202428,Liberty Mine,Indiana,Warrick,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Vigo Coal Operating Company In,"250 Crosspoint Blvd, Evansville, IN 47715",,Illinois Basin,"1,141,643",95,"250,479"
2016,1202441,Wild Boar Mine,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine only,"Peabody Wild Boar Mining, Llc","566 Dickeyville Rd., Lynnville, IN 47619",,Illinois Basin,"2,597,983",160,"362,946"
2016,1401631,Lucky Strike Mine,Kansas,Linn,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Continental Coal, Inc.","10801 Mastin  Suite 920, Overland Park, KS 66210",,Interior,"26,788",7,"1,327"
2016,1509876,Tipple #3,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Double Mountain Mining, Llc.","P.O. Box 1727, Middlesboro, KY 40965",,Appalachia Central,0,22,"44,455"
2016,1509876,Tipple #3,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Double Mountain Mining, Llc.","P.O. Box 1727, Middlesboro, KY 40965",,Appalachia Central,0,9,"19,052"
2016,1510212,P-3 Hignite,Kentucky (East),Bell,Active,Underground,Operating Subsidiary,Preparation Plant,"Revelation Energy, Llc","6340 West Cumberland Ave, Middlesboro, KY 40965",,Appalachia Central,0,17,"42,599"
2016,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965",,Appalachia Central,0,7,"12,820"
2016,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965",,Appalachia Central,0,1,"1,424"
2016,1518257,#1 Strip Mine,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,Jamieson Construction Company,"30 Jamieson Lane, London, KY 40744",,Appalachia Central,"47,314",12,"30,707"
2016,1518986,Balkan,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,0,23,"43,404"
2016,1518986,Balkan,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,0,13,"24,415"
2016,1519268,Mine #3,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,Double Mountain Mining Llc,"P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,"86,091",22,"43,031"
2016,1519272,Lowsplint Surface,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,Double Mountain Mining Llc,"P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,"128,066",29,"55,553"
2016,1519318,D-1 Garmeada #2,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","6340 West Cumberland Ave, Middlesboro, KY 40965",,Appalachia Central,"250,476",46,"127,878"
2016,1519700,S-26 Stoney Fork,Kentucky (East),Bell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 349, Bledsoe, KY 40810",,Appalachia Central,"14,384",4,"4,871"
2016,1519702,Rockhampton #3,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Rockhampton Energy Llc,"10156 Us Hwy 25e, Pineville, KY 40977",,Appalachia Central,"286,593",90,"207,295"
2016,1519735,Highwall Miner #2,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,"Jrc Mining, Inc","P.O. Box 952, Hyden, KY 41749",,Appalachia Central,"85,728",5,"13,032"
