Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production (short tons),Average Employees,Labor Hours
2017,103381,Jesse Creek H.W.M.,Alabama,Bibb,Active,Surface,Indepedent Producer Operator,Mine only,"Jesse Creek Mining, Llc","1615 Kent Dairy Rd, Alabaster, AL 35007",,Appalachia Southern,"88,362",5,"8,694"
2017,103246,Bear Creek,Alabama,Franklin,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Birmingham Coal & Coke Company,"912 Edenton Street, Birmingham, AL 35242",,Appalachia Southern,"7,063",9,"8,492"
2017,100329,Concord Mine,Alabama,Jefferson,Active,Underground,Operating Subsidiary,Preparation Plant,Oak Grove Resources Llc,"8360 Taylors Ferry Rd, Hueytown, AL 35023",United Mine Workers Of America,Appalachia Southern,0,49,"83,792"
2017,100627,Flat Top Mine,Alabama,Jefferson,Active,Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"307,234",42,"125,547"
2017,100851,Oak Grove Mine,Alabama,Jefferson,Active,Underground,Indepedent Producer Operator,Mine only,Oak Grove Resources Llc,"8360 Taylors Ferry Rd, Hueytown, AL 35023",United Mine Workers Of America,Appalachia Southern,"1,403,123",351,"556,133"
2017,101401,No 7 Mine,Alabama,Jefferson,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Warrior Met Coal Mining, Llc","P.O. Box 133, Brookwood, AL 35444",United Mine Workers Of America,Appalachia Southern,"4,864,828",796,"2,052,318"
2017,103101,Pratt No. 1 Mine,Alabama,Jefferson,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Cane Creek, Llc","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,0,7,"19,502"
2017,103180,Sloan Mountain Mine,Alabama,Jefferson,Active,Surface,Indepedent Producer Operator,Mine only,M S & R Equipment Company Inc,"P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"228,365",48,"120,178"
2017,103285,Narley Mine,Alabama,Jefferson,Active,Surface,Indepedent Producer Operator,Mine only,Best Coal Inc,"P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"10,594",9,"21,471"
2017,103419,Maxine-Pratt Mine,Alabama,Jefferson,Active,Underground,Indepedent Producer Operator,Mine only,Alaco L.L.C.,"218 Highway 195, Jasper, AL 35503",,Appalachia Southern,"197,866",37,"89,543"
2017,103432,Skelton Creek,Alabama,Jefferson,Active,Surface,Indepedent Producer Operator,Mine only,"Southern Mineral Resources , L","17160 Lock 17 Rd, Brookwood, AL 35444",,Appalachia Southern,"6,379",1,"1,320"
2017,103437,Black Warrior Mine No 1,Alabama,Jefferson,Active,Surface,Indepedent Producer Operator,Mine only,"Black Warrior Minerals, Inc.","P.O. Box 1190, Sumiton, AL 35148",,Appalachia Southern,"356,053",61,"162,619"
2017,103455,Weller Mine,Alabama,Jefferson,Active,Surface,Indepedent Producer Operator,Mine only,Cahaba Resources Llc,"P.O. Box 122, Vance, AL 35490",,Appalachia Southern,"58,515",20,"30,863"
2017,102976,Piney Woods Preparation Plant,Alabama,Shelby,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Jesse Creek Mining, Llc","1615 Kent Dairy Rd, Alabaster, AL 35007",,Appalachia Southern,0,10,"17,611"
2017,102976,Piney Woods Preparation Plant,Alabama,Shelby,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Jesse Creek Mining, Llc","1615 Kent Dairy Rd, Alabaster, AL 35007",,Appalachia Southern,0,0,359
2017,103380,Calera,Alabama,Shelby,Active,Surface,Indepedent Producer Operator,Preparation Plant,Conrad Yelvington Distributors,"4636 Scarborough Dr, Lutz, FL 33559",,Appalachia Southern,0,8,"15,317"
2017,103380,Calera,Alabama,Shelby,Active,Underground,Indepedent Producer Operator,Preparation Plant,Conrad Yelvington Distributors,"4636 Scarborough Dr, Lutz, FL 33559",,Appalachia Southern,0,1,"1,702"
2017,103500,Murry Creek Surface Mine,Alabama,Shelby,Active,Surface,Indepedent Producer Operator,Mine only,"Jesse Creek Mining, Llc","1615 Kent Dairy, Alabaster, AL 35007",,Appalachia Southern,"123,353",22,"38,546"
2017,103503,Lolley Mine No. 1,Alabama,Shelby,Active,Underground,Indepedent Producer Operator,Mine only,"Jesse Creek Mining, Llc","1615 Kent Dairy Road, Alabaster, AL 35007",,Appalachia Southern,"3,911",23,"11,594"
2017,101247,No 4 Mine,Alabama,Tuscaloosa,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Warrior Met Coal Mining, Llc","14730 Lock 17 Road, Brookwood, AL 35444",United Mine Workers Of America,Appalachia Southern,"1,849,387",344,"922,603"
2017,103172,"Searles Mine No. 2, 3, 4, 5, 6",Alabama,Tuscaloosa,Active,Surface,Indepedent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 770, Cottondale, AL 35453",,Appalachia Southern,"178,083",43,"105,341"
2017,103487,Carter Mine,Alabama,Tuscaloosa,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Cahaba Resources, Llc","P.O. Box 122, Vance, AL 35490",,Appalachia Southern,"53,763",20,"23,430"
2017,100347,Choctaw Mine,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Cedar Lake Mining, Inc.","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"217,093",57,"161,802"
2017,102901,Shoal Creek Mine,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Drummond Company Inc,"P.O. Box 1549, Jasper, AL 35502",United Mine Workers Of America,Appalachia Southern,0,2,"4,669"
2017,102901,Shoal Creek Mine,Alabama,Walker,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Drummond Company Inc,"P.O. Box 1549, Jasper, AL 35502",United Mine Workers Of America,Appalachia Southern,"2,078,760",418,"935,597"
2017,102996,Jap Creek Mine,Alabama,Walker,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Mays Mining, Inc.","113 Hollis Crump Drive, Jasper, AL 35501",,Appalachia Southern,"2,657",6,"2,597"
2017,103155,Corinth Prep Plant,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Preparation Plant,Prospect Mining & Development,"2002 2nd Avenue, Jasper, AL 35501",,Appalachia Southern,0,3,"7,213"
2017,103155,Corinth Prep Plant,Alabama,Walker,Active,Underground,Indepedent Producer Operator,Preparation Plant,Prospect Mining & Development,"2002 2nd Avenue, Jasper, AL 35501",,Appalachia Southern,0,17,"40,875"
2017,103195,Mccollum/Sparks Branch Mine,Alabama,Walker,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Quality Coal, Inc.","17405 Hwy 69 S, Jasper, AL 35501",,Appalachia Southern,"41,797",15,"20,753"
2017,103342,Reese's Branch Mine,Alabama,Walker,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"89,732",28,"59,284"
2017,103389,Carbon Hill Mine,Alabama,Walker,Active,Underground,Indepedent Producer Operator,Mine only,"Z & J Operating, Llc","1531 West Pinchill Road, London, KY 40744",,Appalachia Southern,"92,882",19,"54,359"
2017,103421,Slate Creek Mine,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Mine only,"Yellowhammer Energy Solutions,","P.O. Box 2705, Jasper, AL 35502",,Appalachia Southern,"53,800",24,"23,245"
2017,103444,Little Spring Creek Mine,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"180,409",34,"89,176"
2017,103462,Coal Valley East Mine,Alabama,Walker,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"43,404",13,"28,112"
2017,103496,Dutton Hill Mine No. 2,Alabama,Walker,Active,Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"145,901",23,"68,153"
2017,103497,Gooden Creek Ii,Alabama,Walker,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"4,340",5,"10,802"
2017,1518914,Highwall Miner #1,Alabama,Walker,Active,Surface,Contractor,Mine only,"Ckj Enterprises, Inc","P.O. Box 952, Hyden, KY 41749",,Appalachia Southern,"81,144",8,"19,660"
2017,1519735,Highwall Miner #2,Alabama,Walker,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Cedar Lake Mining, Inc.","P.O. Box 952, Hyden, KY 41749",,Appalachia Southern,"65,205",4,"10,128"
2017,103358,Old Union,Alabama,Winston,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Birmingham Coal & Coke Co Inc,"912 Edenton St, Birmingham, AL 35242",,Appalachia Southern,"26,655",18,"18,178"
2017,5000030,Usibelli,Alaska,Denali,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Usibelli Coal Mine Inc,"P.O. Box 1000, Healy, AK 99743","International Brotherhood Of Teamsters, Chauffeurs, Warehouse",Western,"959,068",102,"183,149"
2017,201195,Kayenta Mine,Arizona,Navajo,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Western Coal Company,"P.O. Box 650, Kayenta, AZ 86033",United Mine Workers Of America,Western,"6,221,392",402,"936,569"
2017,300968,Stryton Mine #1,Arkansas,Sebastian,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"M And R Debris Management, Llc","4221 West Harmony Road, Mansfield, AR 72944",,Interior,"18,243",8,"17,089"
2017,301569,Penny #1,Arkansas,Sebastian,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Comer Mining Company,"P.O. Box 986, Greenwood, AR 72936",,Interior,602,2,"1,014"
2017,301736,Sebastian Mine,Arkansas,Sebastian,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine and Preparation Plant,Sebastian Management Llc,"P.O. Box 339, Hartford, AR 72938",,Interior,"23,893",61,"66,684"
2017,503672,West Elk Mine,Colorado,Gunnison,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Mountain Coal Company, L.L.C.","5174 Highway 133, Somerset, CO 81434",,Uinta Region,"4,821,281",265,"560,432"
2017,504864,King Ii,Colorado,La Plata,Active,Underground,Indepedent Producer Operator,Mine only,Gcc Energy Llc,"6473 County Road 120, Hesperus, CO 81326",,Western,"546,616",82,"178,146"
2017,502838,Trapper Mine,Colorado,Moffat,Active,Surface,Indepedent Producer Operator,Mine only,Trapper Mining Inc,"P.O. Box 187, Craig, CO 81626",International Union Of Operation Engineers,Uinta Region,"1,576,619",184,"380,038"
2017,502962,Colowyo Mine,Colorado,Moffat,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Colowyo Coal Company L P,"5731 State Highway 13, Meeker, CO 81641",,Uinta Region,"2,319,003",237,"495,935"
2017,500299,New Horizon Mine,Colorado,Montrose,Active,Surface,Operating Subsidiary,Mine only,Elk Ridge Mining And Reclamati,"P.O. Box 628, Nucla, CO 81424",United Mine Workers Of America,Western,"33,299",24,"41,525"
2017,503505,Deserado Mine,Colorado,Rio Blanco,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Blue Mountain Energy Inc,"3607 County Road #65, Rangely, CO 81648",United Mine Workers Of America,Uinta Region,"1,906,894",159,"323,294"
2017,503836,Foidel Creek Mine,Colorado,Routt,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Peabody Twentymile Mining Llc,"29515 Routt Cnty Rd#27, Oak Creek, CO 80467",,Uinta Region,"3,842,798",302,"662,764"
2017,1103189,Mc#1 Mine,Illinois,Franklin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,M-Class Mining Llc,"11351 N. Thompsonville Rd., Macedonia, IL 62860",,Illinois Basin,"12,812,197",428,"1,105,423"
2017,1103017,Wildcat Hills Mine - Cottage G,Illinois,Gallatin,Active,Surface,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","566 Dickeyville Rd, Lynnville, IN 47619",,Illinois Basin,"372,608",52,"114,039"
2017,1103203,Mine No. 1,Illinois,Hamilton,Active,Underground,Indepedent Producer Operator,Mine only,"Hamilton County Coal, Llc","18033 County Rd East, Dahlgren, IL 62828",,Illinois Basin,"6,129,347",299,"773,087"
2017,1103242,Hamilton County Coal Processin,Illinois,Hamilton,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Hamilton County Coal, Llc","18031 County Rd 500 East, Dahlgren, IL 62828",,Illinois Basin,0,41,"92,950"
2017,1100726,Shay #1 Mine,Illinois,Macoupin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Maryan Mining Llc,"14300 Brushy Mound Rd, Carlinville, IL 62626",,Illinois Basin,"2,031,889",143,"324,766"
2017,1103045,Red Hawk,Illinois,Perry,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,"148,819",16,"35,048"
2017,1103143,Prairie Eagle,Illinois,Perry,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,0,2,"5,292"
2017,1103143,Prairie Eagle,Illinois,Perry,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,0,30,"70,309"
2017,1103147,Prairie Eagle-Underground,Illinois,Perry,Active,Underground,Indepedent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Rd, Percy, IL 62272",,Illinois Basin,"3,610,441",244,"533,839"
2017,1103241,Jordan,Illinois,Perry,Active,Surface,Indepedent Producer Operator,Mine only,"Elk Land Holdings, Llc","2206 Samuel Stuart Ct., Chesterfield, MO 63005",,Illinois Basin,"96,176",6,"12,520"
2017,1103274,Golden Eagle Mine,Illinois,Perry,Active,Surface,Indepedent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler/Trico Road, Percy, IL 62272",,Illinois Basin,"190,842",14,"42,270"
2017,1102546,Preparation Plant,Illinois,Randolph,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Peabody Midwest Mining, Llc","P.O. Box 397, Coulterville, IL 62237",,Illinois Basin,0,28,"63,906"
2017,1103226,Hawkeye Mine,Illinois,Randolph,Active,Surface,Indepedent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,"211,785",15,"33,360"
2017,1103235,Gateway North Mine,Illinois,Randolph,Active,Underground,Operating Subsidiary,Mine only,"Peabody Gateway North Mining,","420 Long Lane Road, Equality, IL 62934",,Illinois Basin,"2,498,918",170,"381,890"
2017,1103248,Black Hawk,Illinois,Randolph,Active,Surface,Indepedent Producer Operator,Mine only,Knight Hawk Coal Llc,"500 Cutler/Trico Road, Percy, IL 62272",,Illinois Basin,"391,612",19,"42,131"
2017,1103225,Watco Transloading/ Cahokia Te,Illinois,St Clair,Active,Surface,Indepedent Producer Operator,Preparation Plant,Watco Trans Loading Llc,"#2 Monsanto Avenute, Sauget, IL 62201",,Illinois Basin,0,20,"38,762"
2017,1103225,Watco Transloading/ Cahokia Te,Illinois,St Clair,Active,Underground,Indepedent Producer Operator,Preparation Plant,Watco Trans Loading Llc,"#2 Monsanto Avenute, Sauget, IL 62201",,Illinois Basin,0,19,"38,762"
2017,1102752,The American Coal Company New,Illinois,Saline,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,Illinois Basin,0,58,"114,117"
2017,1103099,Willow Lake Central Preparatio,Illinois,Saline,Active,Surface,Operating Subsidiary,Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",,Illinois Basin,0,3,"6,765"
2017,1103099,Willow Lake Central Preparatio,Illinois,Saline,Active,Underground,Operating Subsidiary,Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",,Illinois Basin,0,25,"49,614"
2017,1103156,Wildcat Hills Mine-Underground,Illinois,Saline,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","420 Long Lane Rd, Equality, IL 62934",,Illinois Basin,"1,462,854",269,"557,959"
2017,1103212,Eagle River Coal Llc Mine No 1,Illinois,Saline,Active,Surface,Indepedent Producer Operator,Mine only,Eagle River Coal Llc,"29 W. Raymond St, Harrisburg, IL 62946",,Illinois Basin,"881,702",74,"204,993"
2017,1103232,New Future Mine,Illinois,Saline,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,Illinois Basin,"2,206,962",154,"378,398"
2017,1102664,Viper Mine,Illinois,Sangamon,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Icg Illinois, Llc","5945 Lester Road, Williamsville, IL 62693",,Illinois Basin,"1,615,186",273,"518,616"
2017,1103064,Friendsville Mine,Illinois,Wabash,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Vigo Coal Operating Company Ll,"250 Cross Pointe Blvd, Evansville, IN 47715",,Illinois Basin,"1,004,756",56,"160,499"
2017,1103193,Lively Grove Mine,Illinois,Washington,Active,Underground,Indepedent Producer Operator,Mine only,Prairie State Generating Compa,"4274 County Hwy 12, Marissa, IL 62257",,Illinois Basin,"6,202,216",462,"1,143,062"
2017,1103141,Mach #1 Mine,Illinois,Williamson,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Mach Mining Llc,"P.O. Box 300, Johnston City, IL 62951",,Illinois Basin,"6,335,835",215,"533,107"
2017,1202460,Ace In The Hole,Indiana,Clay,Active,Surface,Operating Subsidiary,Mine only,"Sunrise Coal, Llc.","1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,"381,063",34,"79,519"
2017,1201732,Craney Mine,Indiana,Daviess,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Solar Sources Mining Llc,"Post Office Box 7, Petersburg, IN 47567",,Illinois Basin,"218,687",47,"112,186"
2017,1202372,Antioch Mine,Indiana,Daviess,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Solar Sources Mining Llc,"625 N. 9th Street, Petersburg, IN 47567",,Illinois Basin,"1,152,996",125,"295,074"
2017,1202374,Shamrock Mine,Indiana,Dubois,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Solar Sources Mining Llc,"625 N. 9th St., Petersburg, IN 47567",,Illinois Basin,"1,359,835",150,"353,617"
2017,1202425,Hilsmeyer Mine,Indiana,Dubois,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Sun Energy Group, Llc","2701 W 1100 S, Huntingburg, IN 47542",,Illinois Basin,"117,568",12,"30,327"
2017,1202147,Francisco Mine,Indiana,Gibson,Active,Underground,Operating Subsidiary,Preparation Plant,"Peabody Midwest Mining, Llc","566 Dikeyville Rd, Lynnville, IN 47619",,Illinois Basin,0,29,"67,686"
2017,1202215,Gibson Mine,Indiana,Gibson,Active,Underground,Operating Subsidiary,Preparation Plant,Gibson County Coal Llc,"P.O. Box 1269, Princeton, IN 47670",,Illinois Basin,0,21,"45,832"
2017,1202258,Somerville Central Mine,Indiana,Gibson,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","566 Dickeyville Rd, Lynnville, IN 47619",,Illinois Basin,"1,950,726",186,"468,439"
2017,1202295,Francisco Underground Pit,Indiana,Gibson,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","P.O. Box 347, Francisco, IN 47649",,Illinois Basin,"2,209,147",290,"684,097"
2017,1202388,Gibson South,Indiana,Gibson,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Gibson County Coal, Llc","3455 S. 700 W., Owensville, IN 47665",,Illinois Basin,"5,955,676",323,"929,508"
2017,1202394,Oaktown Fuels Mine No. 1,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,"3,684,040",333,"784,165"
2017,1202418,Oaktown Fuels Mine No. 2,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,"2,547,256",258,"607,849"
2017,1202462,Oaktown Fuels Preparation Plan,Indiana,Knox,Active,Underground,Operating Subsidiary,Preparation Plant,"Sunrise Coal, Llc","1183 East Canvasback Dr., Terre Haute, IN 47802",,Illinois Basin,0,57,"77,396"
2017,1201978,Solar Sources Preparation Plan,Indiana,Pike,Permanently abandoned,Surface,Indepedent Producer Operator,Preparation Plant,Solar Sources Mining Llc,"Post Office Box 7, Petersburg, IN 47567",,Illinois Basin,0,32,"34,813"
2017,1202410,Log Creek Surface,Indiana,Pike,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Triad Mining Llc,"1216 East Cr 900 South, Oakland City, IN 47660",,Illinois Basin,"1,872",5,"10,173"
2017,1202446,Cardinal Mine,Indiana,Pike,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,United Minerals Company Llc,"566 Dickeyville Road, Lynville, IN 47619",,Illinois Basin,"221,296",8,"30,541"
2017,1202422,Bear Run Mine,Indiana,Sullivan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Bear Run Mining Llc,"7255 East County Road 600s, Carlisle, IN 47838",,Illinois Basin,"7,271,178",577,"1,275,725"
2017,1202422,Bear Run Mine,Indiana,Sullivan,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Peabody Bear Run Mining Llc,"7255 East County Road 600s, Carlisle, IN 47838",,Illinois Basin,0,1,"2,259"
2017,1202445,Addcar System 40 Hwm Ser # Lv2,Indiana,Sullivan,Active,Surface,Indepedent Producer Operator,Mine only,Ugm Addcar Systems L,"No. 1 Hwm Drive, Ashland, KY 40112",,Illinois Basin,"163,672",11,"23,848"
2017,1202407,West 61,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,United Minerals Company Llc,"566 Dickeyville Road, Lynnville, IN 47619",,Illinois Basin,"79,793",17,"59,015"
2017,1202428,Liberty Mine,Indiana,Warrick,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Liberty Mine, Llc","250 Crosspoint Blvd, Evansville, IN 47715",,Illinois Basin,"1,402,572",92,"265,042"
2017,1202441,Wild Boar Mine,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine only,"Peabody Wild Boar Mining, Llc","566 Dickeyville Rd., Lynnville, IN 47619",,Illinois Basin,"2,674,571",173,"376,851"
2017,1519809,Shm-71,Indiana,Warrick,Active,Surface,Indepedent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Virginia Blvd, Ashland, KY 41102",,Illinois Basin,"79,919",9,"15,742"
2017,1509876,Tipple #3,Kentucky (East),Bell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,"Double Mountain Mining, Llc.","P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,0,11,"27,563"
2017,1509876,Tipple #3,Kentucky (East),Bell,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,"Double Mountain Mining, Llc.","P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,0,19,"44,970"
2017,1510212,P-3 Hignite,Kentucky (East),Bell,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,"Revelation Energy, Llc","6340 West Cumberland Ave, Middlesboro, KY 40965",,Appalachia Central,0,14,"34,680"
2017,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965",,Appalachia Central,0,8,"8,888"
2017,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965",,Appalachia Central,0,1,"1,569"
2017,1518257,#1 Strip Mine,Kentucky (East),Bell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Jamieson Construction Company,"30 Jamieson Lane, London, KY 40744",,Appalachia Central,"73,989",13,"38,483"
2017,1518986,Balkan,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,0,22,"45,227"
2017,1518986,Balkan,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,0,16,"31,429"
2017,1519076,Chestnut Flats,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,"33,197",11,"10,544"
2017,1519268,Mine #3,Kentucky (East),Bell,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Double Mountain Mining Llc,"P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,"135,413",33,"78,673"
2017,1519272,Lowsplint Surface,Kentucky (East),Bell,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Double Mountain Mining Llc,"P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,"106,384",20,"46,637"
2017,1519318,D-1 Garmeada #2,Kentucky (East),Bell,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","6340 West Cumberland Ave, Middlesboro, KY 40965",,Appalachia Central,"124,132",33,"73,203"
2017,1519702,Rockhampton #3,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Rockhampton Energy Llc,"10156 Us Hwy 25e, Pineville, KY 40977",,Appalachia Central,"350,006",117,"259,632"
2017,1519768,Jennie Branch Mine,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Mine only,"Tennco, Inc.","P.O. Box 517, Middlesboro, KY 40965",,Appalachia Central,"218,343",23,"60,716"
2017,1519791,D-1a Garmeada,Kentucky (East),Bell,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","6340 West Cumberland Ave, Middlesboro, KY 40965",,Appalachia Central,"52,990",18,"46,780"
2017,4407041,Shm15 Highwall Miner,Kentucky (East),Bell,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Appalachian Highwall Mining, L","P.O. Box 708, Salyersville, KY 41465",,Appalachia Central,"12,226",4,"1,517"
2017,4609151,Shm 46 Highwall Miner,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,Bundy Auger Mining I,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,"45,233",6,"13,510"
2017,4609415,Shm 06,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,"Bundy Auger Mining,","2005 Webster Road, Summersville, WV 26651",,Appalachia Central,"49,424",5,"9,853"
2017,1508166,Placer Processing Plant #1,Kentucky (East),Boyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,Coal Equity Inc,"13125 Us Rt 23, Catlettsburg, KY 41129",,Appalachia Central,0,5,"6,889"
2017,1512199,Riverway Terminals,Kentucky (East),Boyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,Riverway South Inc,"14305 Old Us 23, Catlettsburg, KY 41129",,Appalachia Central,0,3,"5,785"
