Date,Location,Latitude,Longitude,County.Code,Contaminant,State,Measure,Units
2005-12-15,Pine Knot Discharge,40.7040944,-76.2498944,107,Aluminum,Dissolved,0.026,mg/l
2005-12-15,Pine Knot Discharge,40.7040944,-76.2498944,107,Manganese,Total,3.12,mg/l
2005-12-15,Pine Knot Discharge,40.7040944,-76.2498944,107,Manganese,Dissolved,2.97,mg/l
2005-12-15,Pine Knot Discharge,40.7040944,-76.2498944,107,Cadmium,Total,NA,
2005-12-15,Pine Knot Discharge,40.7040944,-76.2498944,107,Sodium,Total,7.62,mg/l
2005-12-15,Pine Knot Discharge,40.7040944,-76.2498944,107,Copper,Total,0.006,mg/l
2005-12-15,Pine Knot Discharge,40.7040944,-76.2498944,107,Aluminum,Total,0.918,mg/l
2005-12-15,Pine Knot Discharge,40.7040944,-76.2498944,107,Fluoride,Total,NA,
2005-12-15,Pine Knot Discharge,40.7040944,-76.2498944,107,Sulfate as SO4,,277.6,mg/l
2005-12-15,Pine Knot Discharge,40.7040944,-76.2498944,107,Bromide,,NA,
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Dissolved,4500,ug/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Nickel,Dissolved,73,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Dissolved,14000,ug/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Total,14000,ug/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sodium,Total,4.7,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Total,4600,ug/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Chloride,Dissolved,4.2,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Magnesium,Dissolved,56,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Magnesium,Total,57,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Potassium,Dissolved,1.4,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Potassium,Total,1.4,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Nickel,Total,74,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Dissolved,300,ug/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Total,400,ug/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Zinc,Total,100,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Zinc,Dissolved,100,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sodium,Dissolved,4.6,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Calcium,Total,56,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Calcium,Dissolved,54,mg/l
2006-03-14,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sulfate as SO4,Dissolved,340,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Dissolved,NA,
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Copper,Total,0.005,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Dissolved,2.03,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Chloride,Total,16.8,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Fluoride,Total,0.0868,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Cadmium,Total,NA,
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Cadmium,Dissolved,NA,
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Total,5.44,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Dissolved,3.91,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Magnesium,Total,34.6,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Total,2.15,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Lead,Total,NA,
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Zinc,Total,0.063,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Total,0.435,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sodium,Total,15.9,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sulfate as SO4,,223.3,mg/l
2006-03-16,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Bromide,,NA,
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Manganese,Total,2.54,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Magnesium,Total,40.4,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Copper,Total,0.004,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Zinc,Total,0.099,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Aluminum,Total,0.628,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Manganese,Dissolved,2.35,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Chloride,Total,12.4,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Lead,Total,0.005,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Cadmium,Total,NA,
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Cadmium,Dissolved,NA,
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Iron,Total,6.84,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Iron,Dissolved,5.34,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Aluminum,Dissolved,0.022,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Sodium,Total,7.48,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Fluoride,Total,0.0701,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Sulfate as SO4,,241.7,mg/l
2006-03-16,Pine Knot Discharge,40.7040944,-76.2498944,107,Bromide,,NA,
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Potassium,,NA,
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Copper,Total,NA,
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Magnesium,Total,NA,
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Iron,Total,1.5,mg/l
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Iron,Dissolved,0.76,mg/l
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Manganese,Dissolved,0.97,mg/l
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Manganese,Total,0.97,mg/l
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Lead,Total,NA,
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Lead,Dissolved,NA,
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Aluminum,Dissolved,0.42,mg/l
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Zinc,Total,0.11,mg/l
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Zinc,Dissolved,0.12,mg/l
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Copper,Dissolved,NA,
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Aluminum,Total,0.65,mg/l
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Chloride,Total,NA,
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Sodium,Total,NA,
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Fluoride,Total,NA,
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Calcium,,15,mg/l
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Sulfate as SO4,,59,mg/l
2006-03-20,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Lithium,Total,NA,
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Dissolved,16000,ug/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Potassium,Dissolved,0.9,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Dissolved,5100,ug/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Total,15000,ug/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Magnesium,Dissolved,54,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Total,4500,ug/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Chloride,Dissolved,4.1,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Potassium,Total,0.8,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Magnesium,Total,48,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sodium,Dissolved,4.8,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Nickel,Dissolved,75,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Nickel,Total,67,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Total,400,ug/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Zinc,Total,81,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Zinc,Dissolved,96,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Dissolved,400,ug/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sodium,Total,4.5,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Calcium,Total,50,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Calcium,Dissolved,56,mg/l
2006-06-13,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sulfate as SO4,Dissolved,340,mg/l
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Total,13.2,mg/l
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Dissolved,4.63,mg/l
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Copper,Total,NA,
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Cadmium,Dissolved,NA,
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Dissolved,12.9,mg/l
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Zinc,Total,0.08,mg/l
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Fluoride,Total,0.099,mg/l
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Lead,Total,NA,
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Total,4.6,mg/l
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Magnesium,Total,43.9,mg/l
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Cadmium,Total,NA,
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sodium,Total,3.93,mg/l
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Dissolved,0.127,mg/l
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Total,0.248,mg/l
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Chloride,Total,NA,
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sulfate as SO4,,325,mg/l
2006-06-22,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Bromide,,NA,
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Iron,Total,4,mg/l
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Manganese,Dissolved,0.86,mg/l
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Magnesium,Total,NA,
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Zinc,Total,0.08,mg/l
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Copper,Total,NA,
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Copper,Dissolved,NA,
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Lead,Total,NA,
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Potassium,,NA,
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Iron,Dissolved,2.2,mg/l
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Manganese,Total,1.1,mg/l
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Chloride,Total,NA,
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Lead,Dissolved,NA,
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Aluminum,Dissolved,0.76,mg/l
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Zinc,Dissolved,0.11,mg/l
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Aluminum,Total,1.2,mg/l
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Sodium,Total,NA,
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Fluoride,Total,NA,
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Calcium,,NA,
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Sulfate as SO4,,59,mg/l
2006-06-22,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Lithium,Total,NA,
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Iron,Dissolved,6.51,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Manganese,Dissolved,2.62,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Magnesium,Total,34.2,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Cadmium,Total,NA,
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Aluminum,Dissolved,0.019,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Copper,Total,0.003,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Cadmium,Dissolved,NA,
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Iron,Total,7.13,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Manganese,Total,2.54,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Lead,Total,NA,
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Aluminum,Total,0.387,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Zinc,Total,0.096,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Chloride,Total,13.9,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Sodium,Total,6.82,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Fluoride,Total,0.102,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Sulfate as SO4,,217.5,mg/l
2006-06-22,Pine Knot Discharge,40.7040944,-76.2498944,107,Bromide,,NA,
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Total,14000,ug/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Potassium,Total,1.7,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Potassium,Dissolved,1.7,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Magnesium,Dissolved,53,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Zinc,Total,100,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Dissolved,14000,ug/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Total,4300,ug/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Dissolved,4400,ug/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Magnesium,Total,53,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Nickel,Dissolved,80,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Nickel,Total,81,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Zinc,Dissolved,100,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Dissolved,NA,
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Total,300,ug/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Chloride,Dissolved,6.3,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sodium,Dissolved,4.2,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sodium,Total,4.1,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Calcium,Dissolved,55,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Calcium,Total,54,mg/l
2006-09-11,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sulfate as SO4,Dissolved,380,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Dissolved,3.91,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Chloride,Total,NA,
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Magnesium,Total,57.5,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Total,4.36,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Cadmium,Total,NA,
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Lead,Total,NA,
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Dissolved,0.117,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Copper,Total,0.01,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Fluoride,Total,0.0967,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Total,15,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sodium,Total,4.32,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Zinc,Total,0.106,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Total,0.299,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Cadmium,Dissolved,NA,
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Dissolved,14.7,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sulfate as SO4,,356,mg/l
2006-09-28,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Bromide,,NA,
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Iron,Dissolved,6.15,mg/l
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Iron,Total,7.11,mg/l
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Manganese,Total,2.73,mg/l
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Manganese,Dissolved,2.35,mg/l
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Zinc,Total,0.133,mg/l
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Chloride,Total,11.5,mg/l
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Lead,Total,NA,
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Magnesium,Total,45.5,mg/l
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Cadmium,Dissolved,NA,
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Cadmium,Total,NA,
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Sodium,Total,7.64,mg/l
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Aluminum,Dissolved,NA,
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Copper,Total,0.004,mg/l
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Aluminum,Total,0.519,mg/l
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Fluoride,Total,0.0992,mg/l
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Sulfate as SO4,,270.1,mg/l
2006-09-28,Pine Knot Discharge,40.7040944,-76.2498944,107,Bromide,,NA,
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Potassium,,NA,
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Manganese,Dissolved,0.89,mg/l
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Manganese,Total,0.89,mg/l
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Magnesium,Total,8.2,mg/l
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Copper,Total,NA,
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Fluoride,Total,NA,
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Zinc,Dissolved,0.11,mg/l
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Lead,Total,NA,
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Lead,Dissolved,NA,
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Aluminum,Dissolved,0.85,mg/l
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Calcium,,9.5,mg/l
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Iron,Total,2.3,mg/l
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Iron,Dissolved,0.99,mg/l
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Zinc,Total,0.11,mg/l
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Copper,Dissolved,NA,
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Aluminum,Total,0.94,mg/l
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Chloride,Total,NA,
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Sodium,Total,NA,
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Sulfate as SO4,,63,mg/l
2006-10-02,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Lithium,Total,NA,
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Dissolved,12,mg/l
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Total,4.11,mg/l
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Magnesium,Total,46.9,mg/l
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Iron,Total,12.7,mg/l
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Manganese,Dissolved,3.99,mg/l
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Fluoride,Total,0.116,mg/l
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Cadmium,Total,NA,
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sodium,Total,3.68,mg/l
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Copper,Total,0.002,mg/l
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Dissolved,0.12,mg/l
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Zinc,Total,0.11,mg/l
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Aluminum,Total,0.44,mg/l
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Chloride,Total,NA,
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Sulfate as SO4,,351.8,mg/l
2006-12-07,Pine Forest Mine Pump Shaft Discharge,40.71873,-76.17695,107,Bromide,,NA,
2006-12-07,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Iron,Total,0.46,mg/l
2006-12-07,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Iron,Dissolved,NA,
2006-12-07,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Potassium,,NA,
2006-12-07,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Manganese,Total,0.68,mg/l
2006-12-07,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Manganese,Dissolved,0.71,mg/l
2006-12-07,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Chloride,Total,NA,
2006-12-07,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Magnesium,Total,7.2,mg/l
2006-12-07,Reevesdale South Dip Tunnel,40.7842333,-76.0080583,107,Lead,Dissolved,NA,
