"","County","Year","sum.coal.production","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","Year.Max.Production","sum.coal.prod"
"1","-",1983,944,944,5943,8391,12023,16264,19215,6245,25344,27243,28490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.05692795566,150102
"2","-",1984,5943,944,5943,8391,12023,16264,19215,6245,25344,27243,28490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.05692795566,150102
"3","-",1985,8391,944,5943,8391,12023,16264,19215,6245,25344,27243,28490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.05692795566,150102
"4","-",1986,12023,944,5943,8391,12023,16264,19215,6245,25344,27243,28490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.05692795566,150102
"5","-",1987,16264,944,5943,8391,12023,16264,19215,6245,25344,27243,28490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.05692795566,150102
"6","-",1988,19215,944,5943,8391,12023,16264,19215,6245,25344,27243,28490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.05692795566,150102
"7","-",1989,6245,944,5943,8391,12023,16264,19215,6245,25344,27243,28490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.05692795566,150102
"8","-",1990,25344,944,5943,8391,12023,16264,19215,6245,25344,27243,28490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.05692795566,150102
"9","-",1991,27243,944,5943,8391,12023,16264,19215,6245,25344,27243,28490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.05692795566,150102
"10","-",1992,28490,944,5943,8391,12023,16264,19215,6245,25344,27243,28490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.05692795566,150102
"11","Allegheny",1983,12696,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"12","Allegheny",1984,34641,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"13","Allegheny",1985,39470,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"14","Allegheny",1986,150037,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"15","Allegheny",1987,143338,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"16","Allegheny",1988,164842,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"17","Allegheny",1989,155777,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"18","Allegheny",1990,221152,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"19","Allegheny",1991,250029,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"20","Allegheny",1992,169463,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"21","Allegheny",1993,182999,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"22","Allegheny",1994,222589,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"23","Allegheny",1995,144025,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"24","Allegheny",1996,19192,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"25","Allegheny",1997,42886,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"26","Allegheny",1998,27519,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"27","Allegheny",1999,52897,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"28","Allegheny",2000,13399,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"29","Allegheny",2001,10547,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"30","Allegheny",2002,19236,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"31","Allegheny",2003,9604,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"32","Allegheny",2004,33052,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"33","Allegheny",2005,48036,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"34","Allegheny",2006,99369,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"35","Allegheny",2007,107511,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"36","Allegheny",2008,128281,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"37","Allegheny",2009,119974,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"38","Allegheny",2010,171674,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"39","Allegheny",2011,162974,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"40","Allegheny",2012,120017,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"41","Allegheny",2013,89703,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"42","Allegheny",2014,70689,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"43","Allegheny",2015,74316,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"44","Allegheny",2016,37811,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"45","Allegheny",2017,58782,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"46","Allegheny",2018,24327,12696,34641,39470,150037,143338,164842,155777,221152,250029,169463,182999,222589,144025,19192,42886,27519,52897,13399,10547,19236,9604,33052,48036,99369,107511,128281,119974,171674,162974,120017,89703,70689,74316,37811,58782,24327,0,0,0,1998.74220226086,3432854
"47","Armstrong",1983,55550,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"48","Armstrong",1984,154781,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"49","Armstrong",1985,233686,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"50","Armstrong",1986,426587,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"51","Armstrong",1987,605011,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"52","Armstrong",1988,785318,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"53","Armstrong",1989,993787,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"54","Armstrong",1990,1122160,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"55","Armstrong",1991,1077948,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"56","Armstrong",1992,1116194,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"57","Armstrong",1993,1092534,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"58","Armstrong",1994,969461,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"59","Armstrong",1995,1191069,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"60","Armstrong",1996,1042440,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"61","Armstrong",1997,957544,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"62","Armstrong",1998,907046,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"63","Armstrong",1999,1180844,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"64","Armstrong",2000,1082221,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"65","Armstrong",2001,1224259,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"66","Armstrong",2002,1047893,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"67","Armstrong",2003,972940,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"68","Armstrong",2004,1059296,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"69","Armstrong",2005,1232487,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"70","Armstrong",2006,1329826,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"71","Armstrong",2007,1113385,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"72","Armstrong",2008,1039495,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"73","Armstrong",2009,863628,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"74","Armstrong",2010,976451,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"75","Armstrong",2011,844159,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"76","Armstrong",2012,852621,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"77","Armstrong",2013,771279,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"78","Armstrong",2014,716496,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"79","Armstrong",2015,585845,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"80","Armstrong",2016,444718,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"81","Armstrong",2017,369648,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"82","Armstrong",2018,372000,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"83","Armstrong",2019,297342,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"84","Armstrong",2020,221409,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"85","Armstrong",2021,262156,55550,154781,233686,426587,605011,785318,993787,1122160,1077948,1116194,1092534,969461,1191069,1042440,957544,907046,1180844,1082221,1224259,1047893,972940,1059296,1232487,1329826,1113385,1039495,863628,976451,844159,852621,771279,716496,585845,444718,369648,372000,297342,221409,262156,2001.3255563187,31591514
"86","Beaver",1983,1645,1645,5995,6511,32629,53877,69384,43612,73460,25702,28290,62255,38915,70620,73011,0,38880,40729,42143,43324,44457,45425,46886,47983,48971,50175,51420,52311,106485,54290,55394,56229,57120,57866,58600,0,0,0,0,0,2001.621837518,1584594
"87","Beaver",1984,5995,1645,5995,6511,32629,53877,69384,43612,73460,25702,28290,62255,38915,70620,73011,0,38880,40729,42143,43324,44457,45425,46886,47983,48971,50175,51420,52311,106485,54290,55394,56229,57120,57866,58600,0,0,0,0,0,2001.621837518,1584594
"88","Beaver",1985,6511,1645,5995,6511,32629,53877,69384,43612,73460,25702,28290,62255,38915,70620,73011,0,38880,40729,42143,43324,44457,45425,46886,47983,48971,50175,51420,52311,106485,54290,55394,56229,57120,57866,58600,0,0,0,0,0,2001.621837518,1584594
"89","Beaver",1986,32629,1645,5995,6511,32629,53877,69384,43612,73460,25702,28290,62255,38915,70620,73011,0,38880,40729,42143,43324,44457,45425,46886,47983,48971,50175,51420,52311,106485,54290,55394,56229,57120,57866,58600,0,0,0,0,0,2001.621837518,1584594
"90","Beaver",1987,53877,1645,5995,6511,32629,53877,69384,43612,73460,25702,28290,62255,38915,70620,73011,0,38880,40729,42143,43324,44457,45425,46886,47983,48971,50175,51420,52311,106485,54290,55394,56229,57120,57866,58600,0,0,0,0,0,2001.621837518,1584594
"91","Beaver",1988,69384,1645,5995,6511,32629,53877,69384,43612,73460,25702,28290,62255,38915,70620,73011,0,38880,40729,42143,43324,44457,45425,46886,47983,48971,50175,51420,52311,106485,54290,55394,56229,57120,57866,58600,0,0,0,0,0,2001.621837518,1584594
"92","Beaver",1989,43612,1645,5995,6511,32629,53877,69384,43612,73460,25702,28290,62255,38915,70620,73011,0,38880,40729,42143,43324,44457,45425,46886,47983,48971,50175,51420,52311,106485,54290,55394,56229,57120,57866,58600,0,0,0,0,0,2001.621837518,1584594
"93","Beaver",1990,73460,1645,5995,6511,32629,53877,69384,43612,73460,25702,28290,62255,38915,70620,73011,0,38880,40729,42143,43324,44457,45425,46886,47983,48971,50175,51420,52311,106485,54290,55394,56229,57120,57866,58600,0,0,0,0,0,2001.621837518,1584594
"94","Beaver",1991,25702,1645,5995,6511,32629,53877,69384,43612,73460,25702,28290,62255,38915,70620,73011,0,38880,40729,42143,43324,44457,45425,46886,47983,48971,50175,51420,52311,106485,54290,55394,56229,57120,57866,58600,0,0,0,0,0,2001.621837518,1584594
"95","Beaver",1992,28290,1645,5995,6511,32629,53877,69384,43612,73460,25702,28290,62255,38915,70620,73011,0,38880,40729,42143,43324,44457,45425,46886,47983,48971,50175,51420,52311,106485,54290,55394,56229,57120,57866,58600,0,0,0,0,0,2001.621837518,1584594
