"","County","Year","sum.coal.production","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","Year.Max.Production","sum.coal.prod"
"515","Fayette",1998,518297,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"516","Fayette",1999,366362,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"517","Fayette",2000,327205,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"518","Fayette",2001,344544,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"519","Fayette",2002,399702,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"520","Fayette",2003,435675,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"521","Fayette",2004,629766,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"522","Fayette",2005,579409,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"523","Fayette",2006,533671,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"524","Fayette",2007,570851,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"525","Fayette",2008,544465,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"526","Fayette",2009,484946,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"527","Fayette",2010,486378,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"528","Fayette",2011,471181,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"529","Fayette",2012,359412,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"530","Fayette",2013,293305,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"531","Fayette",2014,178442,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"532","Fayette",2015,241105,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"533","Fayette",2016,136258,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"534","Fayette",2017,156617,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"535","Fayette",2018,102996,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"536","Fayette",2019,106143,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"537","Fayette",2020,79844,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"538","Fayette",2021,139822,13347,65276,54188,250969,275093,621830,596205,616312,671853,754554,848734,775169,720414,657278,572494,518297,366362,327205,344544,399702,435675,629766,579409,533671,570851,544465,484946,486378,471181,359412,293305,178442,241105,136258,156617,102996,106143,79844,139822,1999.99593369558,15980112
"539","Fulton",2021,60828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60828,2021,60828
"540","Greene",1983,39303,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"541","Greene",1984,121999,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"542","Greene",1985,184239,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"543","Greene",1986,369263,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"544","Greene",1987,375919,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"545","Greene",1988,465460,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"546","Greene",1989,528797,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"547","Greene",1990,724389,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"548","Greene",1991,547952,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"549","Greene",1992,505972,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"550","Greene",1993,541597,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"551","Greene",1994,473339,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"552","Greene",1995,416605,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"553","Greene",1996,373698,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"554","Greene",1997,488908,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"555","Greene",1998,494739,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"556","Greene",1999,632282,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"557","Greene",2000,635802,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"558","Greene",2001,647924,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"559","Greene",2002,547847,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"560","Greene",2003,567404,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"561","Greene",2004,510984,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"562","Greene",2005,567146,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"563","Greene",2006,431935,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"564","Greene",2007,442383,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"565","Greene",2008,400658,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"566","Greene",2009,355324,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"567","Greene",2010,214281,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"568","Greene",2011,352762,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"569","Greene",2012,412751,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"570","Greene",2013,361714,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"571","Greene",2014,382674,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"572","Greene",2015,444574,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"573","Greene",2016,424130,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"574","Greene",2017,425912,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"575","Greene",2018,337709,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"576","Greene",2019,240147,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"577","Greene",2020,242045,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"578","Greene",2021,243286,39303,121999,184239,369263,375919,465460,528797,724389,547952,505972,541597,473339,416605,373698,488908,494739,632282,635802,647924,547847,567404,510984,567146,431935,442383,400658,355324,214281,352762,412751,361714,382674,444574,424130,425912,337709,240147,242045,243286,2001.60109234919,16473853
"579","Huntingdon",1983,2932,2932,0,7962,12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33610,0,0,0,0,28648,57146,0,0,0,0,0,0,0,2007.72987198922,142488
"580","Huntingdon",1985,7962,2932,0,7962,12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33610,0,0,0,0,28648,57146,0,0,0,0,0,0,0,2007.72987198922,142488
"581","Huntingdon",1986,12190,2932,0,7962,12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33610,0,0,0,0,28648,57146,0,0,0,0,0,0,0,2007.72987198922,142488
"582","Huntingdon",2008,33610,2932,0,7962,12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33610,0,0,0,0,28648,57146,0,0,0,0,0,0,0,2007.72987198922,142488
"583","Huntingdon",2013,28648,2932,0,7962,12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33610,0,0,0,0,28648,57146,0,0,0,0,0,0,0,2007.72987198922,142488
"584","Huntingdon",2014,57146,2932,0,7962,12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33610,0,0,0,0,28648,57146,0,0,0,0,0,0,0,2007.72987198922,142488
"585","Indiana",1983,65689,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"586","Indiana",1984,210324,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"587","Indiana",1985,365458,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"588","Indiana",1986,550733,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"589","Indiana",1987,773687,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"590","Indiana",1988,830578,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"591","Indiana",1989,831782,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"592","Indiana",1990,869337,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"593","Indiana",1991,771315,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"594","Indiana",1992,872920,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"595","Indiana",1993,819018,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"596","Indiana",1994,907126,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"597","Indiana",1995,974091,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"598","Indiana",1996,921926,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"599","Indiana",1997,935491,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"600","Indiana",1998,1165988,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"601","Indiana",1999,1357742,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"602","Indiana",2000,1253963,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"603","Indiana",2001,1251634,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"604","Indiana",2002,1304862,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"605","Indiana",2003,1149258,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"606","Indiana",2004,1191675,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"607","Indiana",2005,1266543,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"608","Indiana",2006,1405197,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
"609","Indiana",2007,1233284,65689,210324,365458,550733,773687,830578,831782,869337,771315,872920,819018,907126,974091,921926,935491,1165988,1357742,1253963,1251634,1304862,1149258,1191675,1266543,1405197,1233284,1472996,1557777,1291397,1623608,1659510,1590428,1721678,1298250,1006133,1136218,679900,728242,503137,588731,2004.09677169248,40137626
