"","X","County","totpop","medage","totpopwhite","bachdegree","medincome","perc.white","perc.bachdegree","year"
"304",30,"Mercer",115655,43.4,105881,11164,21655,91.5490035017941,9.65284682893087,2012
"305",31,"Monroe",168798,41.2,134373,14982,25054,79.6058010165997,8.87569757935521,2012
"306",32,"Montgomery",808460,41,660078,147752,37177,81.6463399549761,18.2757341117681,2012
"307",33,"Northampton",299267,41.6,259233,31868,27405,86.622648003288,10.6486849535699,2012
"308",34,"Northumberland",94428,43.8,89254,6903,22717,94.5206930147837,7.31033168128098,2012
"309",35,"Philadelphia",1547607,33.6,637549,140936,21038,41.1957945395698,9.10670473834766,2012
"310",36,"Schuylkill",147063,43.7,139224,9050,23625,94.6696313824687,6.15382523136343,2012
"311",37,"Somerset",76957,45.2,73818,5115,21809,95.9210987954312,6.64656886313136,2012
"312",38,"Washington",208716,44,196349,25408,27464,94.0747235477874,12.1734797523908,2012
"313",39,"Westmoreland",363395,45.7,345272,44938,25815,95.0128647890037,12.3661580373973,2012
"314",40,"York",437846,40.6,390175,42079,28679,89.112381979052,9.61045664457366,2012
"315",1,"Adams",101546,42.6,93557,9485,26889,92.1326295472003,9.34059441041498,2013
"316",2,"Allegheny",1231527,40.8,999483,199871,28839,81.1580257680099,16.229526433444,2013
"317",3,"Armstrong",68107,45.7,0,5104,22995,0,7.49409018162597,2013
"318",4,"Beaver",170115,45,155039,21289,26470,91.1377597507568,12.5144755018664,2013
"319",5,"Berks",413521,39.9,342426,39593,27801,82.8074027679368,9.57460443363215,2013
"320",6,"Blair",126314,43.1,0,12498,22596,0,9.89439017052742,2013
"321",7,"Bucks",626976,42.6,558137,101025,34287,89.0204728729648,16.1130569591181,2013
"322",8,"Butler",185476,43,178509,27267,29204,96.2437188638961,14.7010934029201,2013
"323",9,"Cambria",140499,44.4,131551,11808,22878,93.6312713969494,8.40433027993082,2013
"324",10,"Carbon",64786,45,62093,4396,22593,95.843237736548,6.78541660235236,2013
"325",11,"Centre",155403,30.2,138848,18590,23619,89.347052502204,11.9624460274255,2013
"326",12,"Chester",509468,40.3,442682,100511,36968,86.8910314288631,19.7286188730205,2013
"327",13,"Clearfield",81174,43.4,77409,6482,20681,95.3618153595979,7.98531549510927,2013
"328",14,"Columbia",66797,39.7,0,5854,23213,0,8.7638666407174,2013
"329",15,"Crawford",87376,42.4,83856,6966,22325,95.9714338033327,7.97244094488189,2013
"330",16,"Cumberland",241212,40.8,217130,32612,30127,90.0162512644479,13.5200570452548,2013
"331",17,"Dauphin",270937,39.2,194691,32730,30513,71.8584025068558,12.0802991101252,2013
"332",18,"Delaware",561973,38.7,397293,80649,31603,70.6961010582359,14.3510453349182,2013
"333",19,"Erie",280294,38.7,246992,33614,22950,88.1189037225199,11.9924079716298,2013
"334",20,"Fayette",134999,44.1,0,9366,21001,0,6.93782916910496,2013
"335",21,"Franklin",152085,41,141912,12270,30505,93.3109774139461,8.06785679061051,2013
"336",22,"Indiana",87745,39.8,83133,7700,21485,94.7438600490056,8.77542879936179,2013
"337",23,"Lackawanna",213931,42,199502,24751,23614,93.2553019431499,11.5696182413956,2013
"338",24,"Lancaster",529600,38.7,467534,60413,27532,88.2805891238671,11.4072885196375,2013
"339",25,"Lawrence",89333,44.7,0,7626,23480,0,8.53659901716051,2013
"340",26,"Lebanon",135486,41.5,118941,11403,28452,87.7884061821886,8.41636774279261,2013
"341",27,"Lehigh",355092,40,278577,42865,27268,78.4520631273022,12.0715194935397,2013
"342",28,"Luzerne",320103,43,287688,32049,24435,89.8735719440305,10.0120898585768,2013
"343",29,"Lycoming",116754,40.5,107718,9498,22298,92.2606505986947,8.13505318875585,2013
"344",30,"Mercer",115195,43.9,105171,10086,22995,91.2982334302704,8.75558835018881,2013
"345",31,"Monroe",167148,42,129382,16241,25686,77.4056524756503,9.71653863641802,2013
"346",32,"Montgomery",812376,41.2,658855,146908,37003,81.1022236008942,18.0837444730026,2013
"347",33,"Northampton",299791,41.6,255929,36786,28973,85.3691405012158,12.2705484821092,2013
"348",34,"Northumberland",94076,43.8,89837,6180,23651,95.4940686253667,6.56915685190697,2013
"349",35,"Philadelphia",1553165,33.7,646435,151612,21944,41.6204975002656,9.76148702810069,2013
"350",36,"Schuylkill",146920,43.8,138620,10448,24293,94.350667029676,7.11135311734277,2013
"351",37,"Somerset",76520,45.5,73228,6216,22556,95.697856769472,8.12336644014637,2013
"352",38,"Washington",208206,44.3,195736,26309,27352,94.0107393638992,12.636043149573,2013
"353",39,"Westmoreland",362437,46.1,343870,45112,26812,94.8771786544972,12.4468528323543,2013
"354",40,"York",438965,40.8,391637,43657,28152,89.2182748055084,9.94543984144522,2013
"355",1,"Adams",101714,43.4,93140,9065,28782,91.570481939556,8.91224413551723,2014
"356",2,"Allegheny",1231255,41,991681,196736,29585,80.5422922140418,15.9784934883513,2014
"357",3,"Armstrong",67785,45.6,0,4696,25092,0,6.92778638341816,2014
"358",4,"Beaver",169392,44.9,153447,18922,26698,90.5869226409748,11.1705393407009,2014
"359",5,"Berks",413691,40.1,338562,42790,27220,81.839343858097,10.3434689176221,2014
"360",6,"Blair",125955,43.1,120874,11513,23015,95.9660196101783,9.14056607518558,2014
"361",7,"Bucks",626685,43.5,557246,100079,36683,88.9196326703208,15.9695859961544,2014
"362",8,"Butler",185943,43,179091,28449,31250,96.3149997579903,15.2998499540182,2014
"363",9,"Cambria",137732,44.9,129271,12043,23239,93.8569105218831,8.74379229227776,2014
"364",10,"Carbon",64441,44.9,0,3934,25256,0,6.10480905013889,2014
"365",11,"Centre",158742,30.5,139355,19297,23712,87.7871010822593,12.1562031472452,2014
"366",12,"Chester",512784,40.6,438415,100481,39118,85.497012387282,19.5951901775406,2014
"367",13,"Clearfield",81191,44.1,77095,4654,20795,94.9551058614871,5.73216243179663,2014
"368",14,"Columbia",67122,39.9,63360,6612,23954,94.3952802359882,9.85071958523286,2014
"369",15,"Crawford",87175,42.5,83495,7528,23076,95.7786062517924,8.63550329796387,2014
"370",16,"Cumberland",243762,40.7,217479,34779,31462,89.2177615871219,14.2676052871243,2014
"371",17,"Dauphin",271453,39.8,198849,32339,30482,73.2535650738802,11.9132962243924,2014
"372",18,"Delaware",562960,38.7,399246,78512,31389,70.9190706266875,13.9462839278101,2014
"373",19,"Erie",278443,39.4,242549,33816,24007,87.1090312918623,12.1446759300826,2014
"374",20,"Fayette",134086,44.7,0,8976,22022,0,6.69421117790075,2014
"375",21,"Franklin",152892,41.2,142493,11579,26508,93.1984668916621,7.573319728959,2014
"376",22,"Indiana",87706,38.7,82409,8083,21889,93.9605044124689,9.21601714819967,2014
"377",23,"Lackawanna",212719,42.7,197218,24427,24309,92.7129217418284,11.4832243476135,2014
"378",24,"Lancaster",533320,38.5,468111,59681,29235,87.7730068251706,11.1904672616815,2014
"379",25,"Lawrence",88771,44.9,0,7549,24185,0,8.50390330175395,2014
"380",26,"Lebanon",136359,41.8,119918,12520,29536,87.9428567237953,9.18164550928065,2014
"381",27,"Lehigh",357823,39.8,275619,43165,27723,77.0266304849045,12.0632267908994,2014
"382",28,"Luzerne",318829,42.7,286830,31209,24910,89.9635854956732,9.78863277807226,2014
"383",29,"Lycoming",116508,42.1,106037,10836,23585,91.0126343255399,9.30064888248017,2014
"384",30,"Mercer",114884,44.6,104691,11467,22150,91.1275721597437,9.98137251488458,2014
"385",31,"Monroe",166314,42.6,131762,16735,25131,79.2248397609341,10.0622918094688,2014
"386",32,"Montgomery",816857,41.3,655005,148935,37622,80.1860056288922,18.232689442583,2014
"387",33,"Northampton",300654,41.7,259243,36780,29474,86.2263598688193,12.2333313376838,2014
"388",34,"Northumberland",93944,44,0,5765,22451,0,6.13663459082006,2014
"389",35,"Philadelphia",1560297,33.8,664708,157342,22496,42.6013765328011,10.0841057824248,2014
"390",36,"Schuylkill",145797,44.1,136964,10931,24584,93.9415763012956,7.49741078348663,2014
"391",37,"Somerset",76218,45.6,72693,5372,22267,95.3751082421475,7.04820383636411,2014
"392",38,"Washington",208187,44.3,194476,26369,28723,93.4140940596675,12.6660166100669,2014
"393",39,"Westmoreland",359320,46.2,341629,44968,27972,95.0765334520761,12.514750083491,2014
"394",40,"York",440755,41.3,391891,47045,29528,88.9135687626913,10.6737303036835,2014
"395",1,"Adams",102295,43.4,94195,8933,28203,92.0817244244587,8.73258712547045,2015
"396",2,"Allegheny",1230459,41,990127,202822,30320,80.4681017408951,16.4834423576893,2015
"397",3,"Armstrong",67052,46.1,0,5315,24924,0,7.92668376782199,2015
"398",4,"Beaver",168871,44.9,153439,17728,26504,90.8616636367405,10.4979540596076,2015
"399",5,"Berks",415271,39.6,347572,44453,27672,83.6976335934847,10.7045760479301,2015
"400",6,"Blair",125593,43.3,119179,12835,24761,94.8930274776461,10.2195186037438,2015
"401",7,"Bucks",627367,43.8,551840,103707,37717,87.961273066642,16.5305156312015,2015
"402",8,"Butler",186818,43,179365,28718,31815,96.0105557280348,15.3721804108812,2015
"403",9,"Cambria",136411,45.1,127879,12584,24415,93.7453724406389,9.22506249496008,2015
"404",10,"Carbon",63960,45.6,61555,4394,26787,96.239837398374,6.86991869918699,2015
"405",11,"Centre",160580,31.2,140405,22613,25090,87.4361688877818,14.0820774691742,2015
"406",12,"Chester",515939,40.3,442708,107748,40903,85.8062677952239,20.8838641777419,2015
"407",13,"Clearfield",80994,44.4,76816,4864,22259,94.8415932044349,6.00538311479863,2015
"408",14,"Columbia",66672,40.1,63739,5477,23099,95.6008519318455,8.21484281257499,2015
"409",15,"Crawford",86484,43.3,82369,7526,24212,95.2418944544656,8.70218768789603,2015
"410",16,"Cumberland",246338,41,218722,36473,32780,88.7893869398956,14.8060794518101,2015
"411",17,"Dauphin",272983,40.1,196987,34246,30907,72.1609037925439,12.5451035412462,2015
"412",18,"Delaware",563894,39.4,392395,80140,32426,69.5866599041664,14.2118908872944,2015
"413",19,"Erie",278045,39.4,242365,33029,26004,87.1675448218814,11.8790123900807,2015
"414",20,"Fayette",133628,45,0,10203,22109,0,7.63537581943904,2015
"415",21,"Franklin",153638,41.3,142091,13226,30101,92.4842812325076,8.60854736458428,2015
"416",22,"Indiana",86966,39.8,82048,6149,22036,94.344916404112,7.07057930685555,2015
"417",23,"Lackawanna",211917,43.1,195536,25431,26081,92.2700868736345,12.0004530075454,2015
"418",24,"Lancaster",536624,38.8,474069,58019,29526,88.3428620412058,10.8118533647396,2015
"419",25,"Lawrence",88082,44.6,81824,8411,23056,92.8952566926273,9.54905656093186,2015
"420",26,"Lebanon",137067,41.5,120264,9763,28257,87.7410317581912,7.12279396207694,2015
"421",27,"Lehigh",360685,39.6,284731,42582,29207,78.9417358637038,11.8058693874156,2015
"422",28,"Luzerne",318449,42.8,281103,29931,26705,88.2725334354952,9.39899324538623,2015
"423",29,"Lycoming",116048,41.5,106598,12270,25528,91.8568178684682,10.5732110850682,2015
"424",30,"Mercer",114234,44.5,104725,11917,23394,91.6758583258925,10.4320955232243,2015
"425",31,"Monroe",166397,41.9,126199,19572,25887,75.8421125380866,11.7622312902276,2015
"426",32,"Montgomery",819264,41.2,649239,155712,40224,79.2466164752754,19.0063276306539,2015
"427",33,"Northampton",300813,42.2,259696,37072,29928,86.3313753062534,12.3239354682145,2015
"428",34,"Northumberland",93246,44.5,88658,6174,24558,95.0796817021642,6.62119554726208,2015
"429",35,"Philadelphia",1567442,34.1,657151,173106,23688,41.9250600660184,11.0438536162742,2015
"430",36,"Schuylkill",144590,44.2,135259,10814,25414,93.5465799847846,7.47907877446573,2015
"431",37,"Somerset",75522,45.7,71988,5534,22910,95.3205688408676,7.32766611053733,2015
"432",38,"Washington",208261,44.2,195323,29348,29296,93.787603055781,14.0919327190401,2015
"433",39,"Westmoreland",357956,46.8,338957,45862,27680,94.6923644246779,12.8121892076121,2015
"434",40,"York",442867,40.9,394840,46559,29667,89.1554349274161,10.5130885796413,2015
"435",1,"Adams",102180,44.2,94434,8730,28464,92.4192601291838,8.54374633000587,2016
"436",2,"Allegheny",1225365,40.6,982979,219225,31154,80.2192816018084,17.8905877024397,2016
"437",3,"Armstrong",66486,46.5,0,5119,25016,0,7.69936527990855,2016
"438",4,"Beaver",167429,44.9,151718,21747,30085,90.6163209479839,12.9887892778431,2016
"439",5,"Berks",414812,40.1,343554,45234,29456,82.8216155752485,10.9046989961718,2016
"440",6,"Blair",124650,43.8,119127,11654,25271,95.5691937424789,9.34937825912555,2016
"441",7,"Bucks",626399,43.7,551410,106851,36610,88.0285568782837,17.0579774233356,2016
"442",8,"Butler",186847,43.3,179023,30336,33678,95.8126167398995,16.2357436833345,2016
"443",9,"Cambria",134732,45.1,126107,12968,24922,93.598402755099,9.6250333996378,2016
"444",10,"Carbon",63594,46.2,0,5329,29072,0,8.37972135736076,2016
"445",11,"Centre",161464,31.7,142112,26310,25482,88.0146658078581,16.2946539166625,2016
"446",12,"Chester",516312,40.3,440376,109120,40405,85.2926137684191,21.1345078169789,2016
"447",13,"Clearfield",80596,44.8,76391,5199,22306,94.782619484838,6.45069234205171,2016
"448",14,"Columbia",66420,40.6,62704,5973,25729,94.4052996085516,8.99277326106594,2016
"449",15,"Crawford",86257,42.7,82613,7545,25268,95.775415328611,8.74711617607846,2016
"450",16,"Cumberland",248506,40.2,218262,39732,33440,87.8296701085688,15.9883463578344,2016
"451",17,"Dauphin",273707,39.6,193791,38404,32636,70.8023543424173,14.0310624134567,2016
"452",18,"Delaware",563402,39,389846,84121,33813,69.1949975328451,14.9309019137312,2016
"453",19,"Erie",276207,39.2,241733,34587,25588,87.5187812039521,12.5221301415243,2016
"454",20,"Fayette",132733,44.8,122730,11190,22798,92.4638183420852,8.43045813776529,2016
"455",21,"Franklin",153851,41.8,142799,13925,31223,92.8164262825721,9.05096489460582,2016
"456",22,"Indiana",86364,39.7,81885,7167,21266,94.8138113102682,8.29859663748784,2016
"457",23,"Lackawanna",211321,41.7,193832,25077,25954,91.723964963255,11.8667808689151,2016
"458",24,"Lancaster",538500,38.2,481798,58556,30177,89.4703806870938,10.8739090064995,2016
"459",25,"Lawrence",87294,45,81410,9014,25535,93.2595596490022,10.3260246981465,2016
"460",26,"Lebanon",138863,41.2,120894,12637,28036,87.059907966845,9.10033630268682,2016
"461",27,"Lehigh",363147,39,286600,45139,30974,78.9212082159566,12.4299526087232,2016
"462",28,"Luzerne",316383,43.1,285321,33130,26160,90.1821526441054,10.4714855096513,2016
"463",29,"Lycoming",115248,40.6,106461,11087,25525,92.3755726780508,9.62012355962793,2016
"464",30,"Mercer",112913,45.1,103190,10153,24807,91.3889454712921,8.99187870307228,2016
"465",31,"Monroe",166098,41.9,124741,18361,28541,75.100844080001,11.0543173307325,2016
"466",32,"Montgomery",821725,41.4,654626,158426,40175,79.6648513797195,19.279686026347,2016
"467",33,"Northampton",302294,41.6,262942,39593,30651,86.9822093723329,13.0975143403442,2016
"468",34,"Northumberland",92541,44.7,87742,7897,25582,94.8141904669282,8.53351487448806,2016
"469",35,"Philadelphia",1567872,34.1,634111,178859,24659,40.4440541064577,11.4077552249163,2016
"470",36,"Schuylkill",143573,44.4,133893,10268,27005,93.2577852381715,7.15176251802219,2016
"471",37,"Somerset",75061,45.7,71676,6062,24784,95.4903345279173,8.07609810687308,2016
"472",38,"Washington",207981,44.6,194397,29940,30029,93.4686341540814,14.3955457469673,2016
"473",39,"Westmoreland",355458,46.7,336698,46507,29690,94.7223019315925,13.0836835856838,2016
"474",40,"York",443744,41.2,391834,48456,31088,88.3018136583255,10.9198096199611,2016
"475",1,"Adams",102336,43.7,94224,9951,31103,92.0731707317073,9.72385084427767,2017
"476",2,"Allegheny",1223048,41,974521,210333,32438,79.6797018596163,17.1974444175535,2017
"477",3,"Armstrong",65642,46.4,0,5096,26336,0,7.76332226318516,2017
"478",4,"Beaver",166140,45.2,149367,19078,30929,89.9042975803539,11.4830865535091,2017
"479",5,"Berks",417854,39.8,339051,44019,29885,81.1410205478468,10.5345407726144,2017
"480",6,"Blair",123457,43.3,117516,13188,25319,95.1877981807431,10.6822618401549,2017
"481",7,"Bucks",628341,44,552398,108643,40535,87.913728373606,17.2904521589392,2017
"482",8,"Butler",187108,43.3,179865,31664,34421,96.1289736408919,16.9228466981636,2017
"483",9,"Cambria",133054,45.5,124342,13073,25630,93.4522825319043,9.82533407488689,2017
"484",10,"Carbon",63853,45.9,0,4693,26284,0,7.34969382801121,2017
"485",11,"Centre",162660,32.1,141962,23959,25710,87.2752981679577,14.7294971105373,2017
"486",12,"Chester",519293,40,443075,109477,41732,85.3227368749434,21.0819325506025,2017
"487",13,"Clearfield",79685,45,75051,7075,23699,94.1846018698626,8.87870992031123,2017
"488",14,"Columbia",65932,40.4,0,5704,28412,0,8.65133774191591,2017
"489",15,"Crawford",86159,43.7,82305,8853,26118,95.5268747316009,10.27518889495,2017
"490",16,"Cumberland",250066,40.2,219512,37260,35861,87.7816256508282,14.900066382475,2017
"491",17,"Dauphin",275710,39.7,194341,33258,32171,70.4874687171303,12.0626745493453,2017
"492",18,"Delaware",564696,38.9,385543,86594,36343,68.2744343859351,15.3346225225608,2017
"493",19,"Erie",274541,39.4,236901,32628,25724,86.2898437756109,11.8845636899407,2017
"494",20,"Fayette",131504,45.6,121719,12661,23765,92.5591616985035,9.62784401995377,2017
"495",21,"Franklin",154234,41.9,143122,14342,31842,92.7953628901539,9.29885758004072,2017
"496",22,"Indiana",84953,40.9,80324,7998,22109,94.5511047284969,9.41461749437924,2017
"497",23,"Lackawanna",210761,42.6,193469,27390,26490,91.7954460265419,12.9957629732256,2017
"498",24,"Lancaster",542903,38.8,483054,63410,31433,88.9761154386695,11.6798028377077,2017
"499",25,"Lawrence",87069,45.7,81047,9646,26408,93.0836463035064,11.0785698698733,2017
"500",26,"Lebanon",139754,41.2,120690,13840,30865,86.358887759921,9.90311547433347,2017
"501",27,"Lehigh",366494,39.5,290937,44298,30166,79.3838371160237,12.0869645887791,2017
"502",28,"Luzerne",317343,43.2,280817,34880,27197,88.4900565003797,10.9912618208059,2017
"503",29,"Lycoming",113841,40.6,104782,13030,26364,92.0424100280215,11.4457884242057,2017
"504",30,"Mercer",111750,45,101560,12976,25907,90.8814317673378,11.6116331096197,2017
"505",31,"Monroe",168046,42.7,128453,17336,31432,76.4391892696047,10.3162229389572,2017
"506",32,"Montgomery",826075,41.2,653389,162775,42480,79.0956026995128,19.7046273038162,2017
"507",33,"Northampton",303405,42.6,260162,40172,31847,85.7474332987261,13.2403882599166,2017
"508",34,"Northumberland",92029,44.6,86841,7873,25595,94.3626465570635,8.55491203859653,2017
"509",35,"Philadelphia",1580863,34.4,665060,176732,25984,42.0694266359577,11.1794633690585,2017
"510",36,"Schuylkill",142569,44.6,133712,12468,27332,93.7875695277374,8.74523914736023,2017
"511",37,"Somerset",74501,46.1,70900,5493,24943,95.1665078321096,7.37305539522959,2017
"512",38,"Washington",207298,44.5,193401,30381,30615,93.2961244199172,14.6557130314812,2017
"513",39,"Westmoreland",352627,47.2,334051,51308,31156,94.7321107005419,14.550218786423,2017
"514",40,"York",446078,41.2,397989,50969,32055,89.219598366205,11.426028631764,2017
"515",1,"Adams",102811,43.8,96606,9519,31810,93.9646535876511,9.25873690558403,2018
"516",2,"Allegheny",1218452,40.5,971262,217881,33723,79.7127831051203,17.8817877109644,2018
"517",3,"Armstrong",65263,46.6,0,6845,26838,0,10.4883318266093,2018
"518",4,"Beaver",164742,45.6,148316,19050,29980,90.0292578698814,11.5635357103835,2018
"519",5,"Berks",420152,40.2,349164,46063,31174,83.1042099049868,10.9634132409223,2018
"520",6,"Blair",122492,44,0,10764,27009,0,8.7875126538876,2018
"521",7,"Bucks",628195,44,546729,111114,40974,87.0317337769323,17.6878198648509,2018
"522",8,"Butler",187888,43.7,179306,32203,32853,95.4323852507877,17.1394660648897,2018
"523",9,"Cambria",131730,45.9,123050,13530,25417,93.4107644424201,10.2710088818037,2018
"524",10,"Carbon",64227,46.9,0,4782,29165,0,7.44546685973189,2018
"525",11,"Centre",162805,31.6,142490,23042,26560,87.5218820060809,14.153127975185,2018
"526",12,"Chester",522046,40.6,441393,113385,44436,84.5505951582811,21.7193504020718,2018
"527",13,"Clearfield",79388,45.2,74891,5413,26472,94.3354159318789,6.81841084294856,2018
"528",14,"Columbia",65456,41,61574,7463,28706,94.0692984600342,11.4015521877292,2018
"529",15,"Crawford",85063,43.2,81136,7889,26925,95.3834216992112,9.27430257573798,2018
"530",16,"Cumberland",251423,40.7,218641,41533,35550,86.961415622278,16.5191728680351,2018
"531",17,"Dauphin",277097,40,192416,37522,33119,69.4399434133174,13.5411065439178,2018
"532",18,"Delaware",564751,39,387267,85305,36237,68.5730525488224,15.1048869324711,2018
"533",19,"Erie",272061,40,234857,31866,25590,86.3251256152113,11.7128144055929,2018
"534",20,"Fayette",130441,45.1,120140,11280,27332,92.1029430930459,8.64758779831495,2018
"535",21,"Franklin",154835,40.7,143190,13695,30651,92.47909064488,8.84489940904834,2018
"536",22,"Indiana",84501,40.6,80084,7030,22512,94.7728429249358,8.31942817244766,2018
"537",23,"Lackawanna",210793,42.1,190838,27313,27997,90.5333668575332,12.9572613891353,2018
"538",24,"Lancaster",543557,38.7,476288,65673,32478,87.6242969918518,12.0820815480253,2018
"539",25,"Lawrence",86184,45.5,80253,9904,25213,93.1182121971596,11.4916921934466,2018
"540",26,"Lebanon",141314,41.3,121786,13537,30569,86.1811285506036,9.57937642413349,2018
"541",27,"Lehigh",368100,38.5,289058,45932,31061,78.5270306981798,12.4781309426786,2018
"542",28,"Luzerne",317646,43.2,277736,33892,27444,87.4356988597369,10.6697392695013,2018
"543",29,"Lycoming",113664,41.7,104565,13710,27275,91.9948268581081,12.0618665540541,2018
"544",30,"Mercer",110683,44.8,100638,10418,25822,90.9245322226539,9.41246623239341,2018
"545",31,"Monroe",169507,42.5,128299,15381,27999,75.6894995486912,9.07396154731073,2018
"546",32,"Montgomery",828604,41.2,650976,160580,42155,78.5629806276581,19.3795830094955,2018
"547",33,"Northampton",304807,42.4,258795,40154,32115,84.9045461554361,13.1735819715426,2018
"548",34,"Northumberland",91083,44.6,85247,7145,27344,93.5926572466871,7.84449348396517,2018
"549",35,"Philadelphia",1584138,34.5,623482,191678,26262,39.3578084737567,12.0998296865551,2018
"550",36,"Schuylkill",142067,44.6,132576,12247,27539,93.319349321095,8.62058043036032,2018
"551",37,"Somerset",73952,46.8,70202,5736,25728,94.9291432280398,7.75638251839031,2018
"552",38,"Washington",207346,44.3,194060,28151,31976,93.592352878763,13.5768232808928,2018
"553",39,"Westmoreland",350611,47.4,331653,48031,31375,94.5928678792166,13.6992279192609,2018
"554",40,"York",448273,40.9,393886,52368,32653,87.8674379228729,11.6821668938348,2018
"555",1,"Adams",103009,44.3,95929,8696,30717,93.1268141618693,8.44198079779437,2019
"556",2,"Allegheny",1216045,40.5,965716,219464,37278,79.4144953517345,18.0473584447944,2019
"557",3,"Armstrong",64735,47.3,0,5305,30427,0,8.19494863674983,2019
"558",4,"Beaver",163929,45.3,147858,21231,32449,90.196365499698,12.9513386893106,2019
"559",5,"Berks",421164,39.9,338473,46869,32628,80.3660806716623,11.128444026555,2019
"560",6,"Blair",121829,43.1,0,13087,29996,0,10.742105738371,2019
"561",7,"Bucks",628270,44,544515,112760,43303,86.6689480637306,17.9476976459166,2019
"562",8,"Butler",187853,43.8,180218,32941,37181,95.9356518128537,17.5355197947331,2019
"563",9,"Cambria",130192,46.3,121803,12408,26776,93.5564397197985,9.53053951087624,2019
"564",10,"Carbon",64182,47.6,60043,5726,29255,93.5511514131688,8.92150447165872,2019
"565",11,"Centre",162385,33.4,142448,21785,26855,87.722388151615,13.4156479970441,2019
"566",12,"Chester",524989,40.4,431961,114996,46870,82.2800096763932,21.9044589505685,2019
"567",13,"Clearfield",79255,45.7,74153,6167,25728,93.5625512585957,7.78121254179547,2019
"568",14,"Columbia",64964,41.5,61974,6975,30054,95.3974508958808,10.7367157194754,2019
"569",15,"Crawford",84629,43.9,80721,8054,27158,95.382197591842,9.51683229153127,2019
"570",16,"Cumberland",253370,41.3,220155,42061,38476,86.8907131862494,16.6006235939535,2019
"571",17,"Dauphin",278299,39.6,192332,38007,33636,69.1098422919234,13.6568942037161,2019
"572",18,"Delaware",566747,39,383843,91180,36907,67.7273986452509,16.0883074811159,2019
"573",19,"Erie",269728,40.2,231216,34869,28179,85.7219124451299,12.9274676711354,2019
"574",20,"Fayette",129274,45.4,118980,11195,26734,92.0370685520677,8.65990067608336,2019
"575",21,"Franklin",155027,41.8,140780,14550,33518,90.8099879375851,9.38546188728415,2019
"576",22,"Indiana",84073,40,79268,7954,25898,94.284728747636,9.46082571098926,2019
"577",23,"Lackawanna",209674,42,188220,27364,28794,89.7679254461688,13.0507359043086,2019
"578",24,"Lancaster",545724,38.5,475780,68160,33951,87.1832648005219,12.4898300239682,2019
"579",25,"Lawrence",85512,45.2,0,8999,28167,0,10.5236691926279,2019
"580",26,"Lebanon",141793,41.4,121918,13483,32044,85.983088022681,9.50893203472668,2019
"581",27,"Lehigh",369318,39,298131,47347,31131,80.7247412798726,12.820117080673,2019
"582",28,"Luzerne",317417,42.5,266628,28992,30345,83.9992817019882,9.13372629695322,2019
"583",29,"Lycoming",113299,42.1,104295,12418,29512,92.0528866097671,10.9603791736909,2019
"584",30,"Mercer",109424,45.5,99721,11396,29088,91.1326582833748,10.4145342886387,2019
"585",31,"Monroe",170271,43.1,132835,20295,30635,78.0138720040406,11.9192346318516,2019
"586",32,"Montgomery",830915,41.1,654804,167194,45657,78.8051726109169,20.1216730953226,2019
"587",33,"Northampton",305285,41.9,254300,41470,34745,83.29921221154,13.584028039373,2019
"588",34,"Northumberland",90843,44.1,86161,7640,27456,94.8460530805896,8.41011415298922,2019
"589",35,"Philadelphia",1584064,34.7,617726,195772,27270,38.9962779281645,12.3588440871076,2019
"590",36,"Schuylkill",141359,44.7,133171,11939,30798,94.2076556851704,8.4458718581767,2019
"591",37,"Somerset",73447,46.4,69857,6310,27102,95.1121216659632,8.5912290495187,2019
"592",38,"Washington",206865,44.3,192989,30201,32467,93.2922437338361,14.5993764049017,2019
"593",39,"Westmoreland",348899,47,329199,49531,32229,94.3536668204839,14.1963720159702,2019
"594",40,"York",449058,41,391737,54403,35477,87.2352791844261,12.114916113286,2019
